NTD ID,Legacy NTD ID,Agency,Mode/Type of Service Status,Reporter Type,UACE CD,UZA Name,Mode,TOS,3 Mode,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
40063,4063,Brevard Board of County Commissioners,Active,Full Reporter,67105,"Palm Bay--Melbourne, FL",MB,DO,Bus,"71,946 ","1,033,328 ","974,853 ","1,008,089 ","1,084,167 ","1,276,899 ","1,356,688 ","1,550,719 ","1,546,608 ","1,498,489 ","1,512,369 ","1,503,898 ","1,640,472 ","1,754,093 ","1,768,108 ","1,830,134 ","1,862,794 ","1,877,164 ","1,955,938 ","2,071,372 ","2,071,958 ","2,106,054 ","2,100,235 ","2,112,879 ","507,828 "
40063,4063,Brevard Board of County Commissioners,Active,Full Reporter,67105,"Palm Bay--Melbourne, FL",VP,PT,Bus,,"986,809 ","1,655,701 ","936,955 ","1,038,810 ","1,024,646 ","926,666 ","1,015,267 ","980,439 ","990,827 ","1,042,871 ","1,178,490 ","1,106,454 ","995,445 ","952,577 ","723,815 ","649,539 ","629,143 ","284,343 ","303,432 ","335,493 ","388,646 ","438,479 ","395,241 ","73,255 "
40068,4068,Northwest Alabama Council of Local Governments,Active,Small Systems Reporter,29953,"Florence, AL",DR,DO,Bus,"239,851 ","580,412 ","288,269 ",,"619,227 ","641,386 ","728,473 ","585,302 ","575,694 ","531,125 ","475,276 ","404,804 ","383,317 ","431,239 ","442,423 ","432,014 ","427,892 ","434,676 ","260,336 ","309,800 ","248,567 ",,,,
40068,4068,Northwest Alabama Council of Local Governments,Inactive,Small Systems Reporter,29953,"Florence, AL",DR,TX,Bus,,,,,,,,,,,,,,,"16,652 ","50,302 ","71,801 ","91,830 ","55,794 ","33,929 ","16,464 ",,,,
40070,4070,Puerto Rico Ports Authority,Inactive,Building Reporter,79093,"San Juan, PR",FB,DO,Ferry,"155,610 ","155,610 ","160,183 ","166,055 ","166,055 ","166,145 ","166,055 ","60,140 ",,,,,,,,,,,,,,,,,
40071,4071,"City of Huntsville, Alabama",Active,Full Reporter,40780,"Huntsville, AL",DR,DO,Bus,,"365,715 ",,"400,680 ","401,856 ","484,680 ","493,987 ","406,265 ","452,111 ","473,912 ","467,355 ","517,006 ","505,702 ","482,566 ","485,855 ","463,173 ","471,529 ","527,982 ","422,101 ","447,579 ","471,801 ","555,515 ","546,257 ","483,708 ","117,605 "
40071,4071,"City of Huntsville, Alabama",Inactive,Full Reporter,40780,"Huntsville, AL",DR,PT,Bus,,"33,021 ",,"40,068 ","35,923 ","6,450 ","3,515 ",,,,,,,,,,,,,,,,,,
40071,4071,"City of Huntsville, Alabama",Active,Full Reporter,40780,"Huntsville, AL",MB,DO,Bus,,"428,814 ",,"648,588 ","583,263 ","607,451 ","627,211 ","594,415 ","635,381 ","589,170 ","604,834 ","565,949 ","570,463 ","563,015 ","567,008 ","565,526 ","573,981 ","679,425 ","785,187 ","808,146 ","789,546 ","791,533 ","719,258 ","786,735 ","197,759 "
40073,4073,Lee-Russell Council of Governments,Active,Small Systems Reporter,04033,"Auburn, AL",DR,DO,Bus,,,,,"179,742 ","153,355 ","178,172 ","306,510 ","373,766 ","526,395 ",,,,,,,,,,,,,,,
40073,4073,Lee-Russell Council of Governments,Inactive,Small Systems Reporter,04033,"Auburn, AL",DR,PT,Bus,,"90,081 ",,,,,,,,,,,,,,,,,,,,,,,
40073,4073,Lee-Russell Council of Governments,Active,Small Systems Reporter,04033,"Auburn, AL",MB,DO,Bus,,,,,"87,837 ","80,148 ","60,889 ",,,,,,,,,,,,,,,,,,
40073,4073,Lee-Russell Council of Governments,Inactive,Small Systems Reporter,04033,"Auburn, AL",MB,PT,Bus,,"62,902 ",,,,,,,,,,,,,,,,,,,,,,,
40074,4074,Pasco County Board of County Commissioners,Active,Full Reporter,86599,"Tampa--St. Petersburg, FL",DR,DO,Bus,"298,036 ","352,249 ","321,723 ","207,712 ","122,738 ","103,327 ","194,344 ","237,135 ","178,579 ","150,171 ","201,723 ","188,210 ","145,823 ","125,769 ","147,731 ","227,037 ","372,927 ","419,199 ","277,775 ","347,468 ","374,005 ","352,898 ","301,277 ","267,324 ","61,669 "
40074,4074,Pasco County Board of County Commissioners,Inactive,Full Reporter,86599,"Tampa--St. Petersburg, FL",DR,PT,Bus,"570,617 ","480,556 ","400,618 ","427,998 ","475,568 ","290,705 ","151,637 ","394,924 ","337,491 ",,,,,,,,,,,,,,,,
40074,4074,Pasco County Board of County Commissioners,Inactive,Full Reporter,86599,"Tampa--St. Petersburg, FL",DR,TX,Bus,,,,,,,,,,"405,878 ","403,640 ","447,208 ","330,934 ","237,399 ","348,283 ","294,639 ","7,299 ","6,642 ",,,,,,,
40074,4074,Pasco County Board of County Commissioners,Active,Full Reporter,86599,"Tampa--St. Petersburg, FL",MB,DO,Bus,"644,320 ","643,865 ","788,352 ","889,872 ","888,089 ","1,075,320 ","1,122,454 ","1,103,503 ","1,082,235 ","1,108,223 ","1,245,443 ","1,302,963 ","1,310,565 ","1,333,870 ","1,530,245 ","1,721,891 ","1,637,187 ","1,619,682 ","1,599,892 ","1,573,110 ","1,435,345 ","1,444,491 ","1,440,443 ","1,536,181 ","409,304 "
40077,4077,South Florida Regional Transportation Authority,Active,Full Reporter,56602,"Miami--Fort Lauderdale, FL",CR,PT,Rail,"614,255 ","614,040 ","623,144 ","619,060 ","1,144,046 ","959,490 ","1,043,739 ","1,043,093 ","2,825,253 ","2,858,772 ","3,007,671 ","3,320,791 ","3,489,576 ","3,580,184 ","3,517,698 ","3,557,446 ","3,661,627 ","3,583,932 ","2,952,861 ","3,454,798 ","3,585,182 ","3,528,384 ","3,830,528 ","3,920,175 ","995,018 "
40077,4077,South Florida Regional Transportation Authority,Active,Full Reporter,56602,"Miami--Fort Lauderdale, FL",MB,PT,Bus,,,"177,133 ","240,442 ","341,339 ","393,557 ","438,255 ","470,654 ","495,355 ","745,205 ","736,390 ","756,714 ","765,606 ","804,196 ","810,455 ","703,736 ","704,987 ","681,714 ","473,429 ","159,945 ","93,965 ","126,818 ","138,502 ","145,368 ","34,474 "
40078,4078,Cobb County,Active,Full Reporter,03817,"Atlanta, GA",CB,PT,Bus,,,,,,,,,,,"203,188 ","815,901 ","747,346 ","625,905 ","584,178 ","485,710 ","487,702 ","373,779 ","108,927 ","55,232 ","69,855 ","160,063 ","158,424 ","71,738 ",0 
40078,4078,Cobb County,Active,Full Reporter,03817,"Atlanta, GA",DR,PT,Bus,"403,669 ","423,306 ","423,919 ","453,756 ","511,976 ","593,503 ","639,418 ","699,247 ","769,460 ","644,160 ","482,830 ","444,917 ","449,708 ","474,786 ","540,514 ","555,193 ","557,541 ","662,641 ","479,284 ","481,458 ","404,918 ","401,304 ","425,309 ","434,042 ","113,478 "
40078,4078,Cobb County,Active,Full Reporter,03817,"Atlanta, GA",MB,PT,Bus,"2,050,622 ","2,084,607 ","2,513,350 ","2,641,334 ","2,896,160 ","3,199,808 ","3,301,361 ","3,389,002 ","3,744,547 ","3,462,646 ","2,594,407 ","1,980,667 ","2,033,366 ","2,284,423 ","2,414,658 ","2,642,167 ","2,611,191 ","2,718,097 ","3,127,589 ","2,988,977 ","2,968,912 ","3,123,852 ","3,133,731 ","3,035,356 ","759,062 "
40080,4080,City of Kingsport,Active,Small Systems Reporter,45235,"Kingsport, TN--VA",DR,DO,Bus,"32,832 ","61,999 ","101,337 ","82,519 ",,,,,,,,,,,,,,,,,,,,,
40080,4080,City of Kingsport,Active,Small Systems Reporter,45235,"Kingsport, TN--VA",MB,DO,Bus,"74,838 ","148,975 ","148,135 ","111,096 ",,,,,,,,,,,,,,,,,,,,,
40082,4082,County of Douglas,Active,Full Reporter,03817,"Atlanta, GA",DR,DO,Bus,,,,,,,,,,,,,,"49,730 ","69,089 ","88,595 ","89,363 ","83,242 ","32,982 ","19,568 ","49,776 ","48,623 ","61,521 ","63,703 ","15,612 "
40082,4082,County of Douglas,Active,Full Reporter,03817,"Atlanta, GA",DR,PT,Bus,,,,,,,,,,,,,,,,,,"11,751 ","38,610 ","65,128 ","83,540 ","91,399 ","120,540 ","126,611 ","32,112 "
40082,4082,County of Douglas,Active,Full Reporter,03817,"Atlanta, GA",MB,PT,Bus,,,,,,,,,,,,,,,,,,"264,774 ","400,246 ","347,581 ","342,296 ","327,117 ","435,592 ","440,804 ","100,931 "
40082,4082,County of Douglas,Inactive,Full Reporter,03817,"Atlanta, GA",VP,DO,Bus,"204,897 ","299,264 ","330,900 ","517,763 ","661,204 ","679,697 ","927,179 ","1,075,236 ","1,076,279 ","1,165,125 ","1,216,664 ","1,170,606 ","1,048,057 ","935,550 ","777,606 ","682,666 ","675,139 ","531,509 ","107,822 ",0 ,,,,,
40085,4085,Bay County Council On Aging Bay Coordinated Transportation,Inactive,Full Reporter,67305,"Panama City--Panama City Beach, FL",DR,DO,Bus,"976,038 ","534,567 ",,,,,,,,,,,,,,,,,,,,,,,
40085,4085,Bay County Council On Aging Bay Coordinated Transportation,Inactive,Full Reporter,67305,"Panama City--Panama City Beach, FL",MB,DO,Bus,"196,443 ","262,015 ","310,325 ",,,"414,864 ","490,403 ","608,734 ",,,,,,,,,,,,,,,,,
40085,4085,Bay County Council On Aging Bay Coordinated Transportation,Inactive,Full Reporter,67305,"Panama City--Panama City Beach, FL",TB,DO,Bus,,,,"255,300 ","391,399 ",,,,,,,,,,,,,,,,,,,,
40086,4086,Metropolitan Bus Authority,Active,Full Reporter,79093,"San Juan, PR",DR,DO,Bus,"650,351 ","1,024,545 ","1,125,872 ","1,006,143 ","917,721 ","785,685 ","842,652 ","765,513 ","640,223 ","559,825 ","603,858 ","617,897 ","544,593 ","479,489 ","482,950 ","432,790 ","532,709 ","692,836 ","299,239 ","341,813 ","417,983 ","506,366 ","549,688 ","595,076 ","151,308 "
40086,4086,Metropolitan Bus Authority,Active,Full Reporter,79093,"San Juan, PR",MB,DO,Bus,"7,203,650 ","7,097,960 ","6,771,117 ","6,838,932 ","6,479,150 ","6,160,569 ","4,633,927 ","5,930,181 ","5,072,568 ","4,487,181 ","4,531,495 ","4,466,163 ","3,525,444 ","2,825,640 ","2,233,704 ","2,028,412 ","2,158,849 ","2,252,373 ","886,303 ","2,057,826 ","2,232,506 ","2,282,513 ","2,176,894 ","2,540,046 ","626,859 "
40087,4087,City of Durham,Active,Full Reporter,25228,"Durham, NC",DR,PT,Bus,"818,198 ","731,677 ","743,360 ","767,713 ","795,925 ","780,993 ","1,293,450 ","1,395,428 ","1,436,932 ","1,341,846 ","1,447,113 ","1,458,512 ","1,516,748 ","1,624,955 ","1,746,475 ","1,807,556 ","1,617,489 ","1,621,114 ","1,077,339 ","830,205 ","652,772 ","779,432 ","1,002,978 ","949,217 ","214,364 "
40087,4087,City of Durham,Active,Full Reporter,25228,"Durham, NC",DR,TN,Bus,,,,,,,,,,,,,,,,,,,,"31,776 ","206,707 ","262,972 ","253,156 ","492,395 ","191,645 "
40087,4087,City of Durham,Inactive,Full Reporter,25228,"Durham, NC",MB,DO,Bus,"2,198,278 ",,,,,,"2,317,489 ",,,,,,,,,,,,,,,,,,
40087,4087,City of Durham,Active,Full Reporter,25228,"Durham, NC",MB,PT,Bus,,"1,676,093 ","2,256,930 ","2,270,309 ","2,273,652 ","2,267,962 ",,"2,616,546 ","2,647,972 ","2,712,506 ","2,691,510 ","2,428,446 ","2,489,575 ","2,588,919 ","2,677,088 ","2,712,924 ","2,682,773 ","2,719,079 ","2,575,507 ","2,574,082 ","2,347,352 ","2,609,239 ","2,922,410 ","3,206,417 ","773,339 "
40088,4088,Spartanburg County Transportation Services,Inactive,Full Reporter,83548,"Spartanburg, SC",DR,DO,Bus,"807,745 ","733,876 ",,,,,,,,,,,,,,,,,,,,,,,
40088,4088,Spartanburg County Transportation Services,Inactive,Full Reporter,83548,"Spartanburg, SC",DR,PT,Bus,,,"854,331 ","807,051 ","1,100,856 ","1,145,340 ","1,438,885 ","1,097,078 ","1,981,593 ","1,899,645 ","1,472,579 ","1,568,164 ","822,303 ",,,,,,,,,,,,
40092,4092,City of Clarksville,Active,Small Systems Reporter,17317,"Clarksville, TN--KY",DR,DO,Bus,"274,516 ","276,773 ","278,913 ","89,981 ","300,613 ","326,139 ","334,901 ","324,926 ","303,695 ","302,805 ","311,246 ","343,651 ","173,169 ",,,,,,,,,,,,
40092,4092,City of Clarksville,Active,Small Systems Reporter,17317,"Clarksville, TN--KY",MB,DO,Bus,"718,489 ","728,458 ","743,695 ","254,933 ","780,069 ","805,091 ","906,851 ","995,998 ","1,802,821 ","1,087,089 ","1,088,599 ","1,097,131 ","551,658 ",,,,,,,,,,,,
40093,4093,City of Greensboro ,Active,Full Reporter,35164,"Greensboro, NC",DR,PT,Bus,"682,034 ","706,059 ","618,715 ","1,120,026 ","1,278,522 ","1,558,330 ","1,375,613 ","1,329,905 ","1,376,615 ","1,480,732 ","1,600,240 ","1,600,820 ","1,589,212 ","1,715,464 ","1,783,119 ","1,890,659 ","2,106,962 ","2,489,275 ","1,556,163 ","1,476,506 ","1,391,387 ","1,361,987 ","1,471,493 ","1,489,271 ","361,871 "
40093,4093,City of Greensboro ,Active,Full Reporter,35164,"Greensboro, NC",MB,PT,Bus,"1,263,381 ","1,296,596 ","975,422 ","1,318,228 ","1,487,520 ","2,010,937 ","2,115,628 ","2,101,836 ","2,113,959 ","2,151,269 ","2,130,281 ","2,102,353 ","2,071,294 ","2,081,792 ","2,102,613 ","2,107,766 ","2,061,979 ","2,100,135 ","1,740,438 ","2,115,262 ","2,210,384 ","2,309,269 ","2,624,656 ","2,679,069 ","610,665 "
40094,4094,Alternativa de Transporte Integrado ,Active,Full Reporter,79093,"San Juan, PR",DR,PT,Bus,,,,,,,,,,,,,,,,,,616 ,235 ,266 ,244 ,264 ,412 ,622 ,271 
40094,4094,Alternativa de Transporte Integrado ,Active,Full Reporter,79093,"San Juan, PR",HR,PT,Rail,,,,,,"3,276,405 ","3,282,748 ","3,170,638 ","2,046,983 ","1,916,289 ","1,917,749 ","1,921,625 ","1,885,643 ","1,944,007 ","1,878,277 ","1,364,189 ","1,834,858 ","1,867,497 ","735,568 ","1,846,523 ","1,731,450 ","1,700,214 ","1,881,510 ","1,745,300 ","479,065 "
40094,4094,Alternativa de Transporte Integrado ,Active,Full Reporter,79093,"San Juan, PR",MB,PT,Bus,,,"770,187 ","714,895 ","724,739 ","670,469 ","731,445 ","744,885 ","836,845 ","766,550 ","806,788 ","753,586 ","787,805 ","795,644 ","889,588 ","774,201 ","796,063 ","775,477 ","311,483 ","777,918 ","1,043,848 ","1,054,339 ","1,055,097 ","1,042,346 ","233,704 "
40097,4097,"Council on Aging of St. Lucie, Inc.",Active,Small Systems Reporter,71479,"Port St. Lucie, FL",DR,DO,Bus,"555,781 ","559,715 ","532,554 ","489,174 ","481,900 ","576,508 ","674,066 ","598,925 ","533,880 ","452,328 ","472,589 ","482,453 ","471,715 ","516,840 ","541,108 ","529,031 ","526,717 ","434,883 ","175,190 ",,,,,,
40097,4097,"Council on Aging of St. Lucie, Inc.",Inactive,Small Systems Reporter,71479,"Port St. Lucie, FL",MB,DO,Bus,"77,130 ","133,134 ","123,295 ","179,174 ","220,914 ","223,063 ","223,634 ","312,238 ","320,367 ","294,978 ","314,028 ","313,123 ","312,640 ","322,704 ","417,612 ","498,905 ","521,683 ","589,900 ","341,934 ",,,,,,
40100,4100,Santee Wateree Regional Transportation Authority,Active,Full Reporter,85708,"Sumter, SC",CB,DO,Bus,,,,,,,,,,,"292,019 ","292,937 ","277,238 ","261,954 ","119,808 ","116,620 ","92,292 ","93,124 ","36,045 ","56,955 ","56,928 ","56,493 ","57,593 ","57,029 ","13,946 "
40100,4100,Santee Wateree Regional Transportation Authority,Active,Full Reporter,85708,"Sumter, SC",DR,DO,Bus,"1,475,385 ","1,601,833 ","1,733,552 ","1,549,588 ","1,441,473 ","1,366,395 ","1,356,172 ","1,106,580 ","1,202,415 ","1,043,291 ","1,088,441 ","516,727 ","321,143 ","173,162 ","139,043 ","138,384 ","118,051 ","101,552 ","73,144 ","83,134 ","147,179 ","158,358 ","221,784 ","320,029 ","100,802 "
40100,4100,Santee Wateree Regional Transportation Authority,Active,Full Reporter,85708,"Sumter, SC",MB,DO,Bus,"382,133 ","384,731 ","416,699 ","412,727 ","479,248 ","553,122 ","507,595 ","455,362 ","501,831 ","535,472 ","224,330 ","265,817 ","279,129 ","277,548 ","339,102 ","375,781 ","323,081 ","333,567 ","278,269 ","261,353 ","266,393 ","235,870 ","257,322 ","309,488 ","83,188 "
40100,4100,Santee Wateree Regional Transportation Authority,Inactive,Full Reporter,85708,"Sumter, SC",VP,DO,Bus,"21,416 ","73,831 ","127,150 ","166,775 ","96,852 ","24,304 ","32,035 ","26,178 ",,,,,,,,,,,,,,,,,
40101,4101,City of Spartanburg South Carolina ,Active,Small Systems Reporter,83548,"Spartanburg, SC",MB,DO,Bus,"228,550 ","182,823 ",,,"269,937 ","271,724 ","273,804 ","273,770 ","278,648 ","270,832 ",,,,,,,,,,,,,,,
40102,4102,Waccamaw Regional Transportation Authority,Active,Full Reporter,60895,"Myrtle Beach--North Myrtle Beach, SC--NC",DR,DO,Bus,"303,696 ",,,"820,626 ","982,233 ",,"100,539 ","270,659 ","431,207 ","340,506 ","431,616 ","213,278 ","61,689 ","43,449 ",,,,,,,,"103,034 ","394,061 ","455,093 ","115,358 "
40102,4102,Waccamaw Regional Transportation Authority,Active,Full Reporter,60895,"Myrtle Beach--North Myrtle Beach, SC--NC",MB,DO,Bus,"301,109 ",,,"1,019,663 ","884,861 ","604,541 ","409,981 ","671,105 ","1,031,801 ","1,038,453 ","1,013,804 ","806,507 ","692,058 ","346,982 ",,,,,,,,"349,121 ","1,342,606 ","1,330,715 ","304,936 "
40102,4102,Waccamaw Regional Transportation Authority,Active,Full Reporter,60895,"Myrtle Beach--North Myrtle Beach, SC--NC",VP,PT,Bus,,,,,,,,,,,,,,,,,,,,,,,"79,561 ","106,055 ","28,560 "
40103,4103,Southeast Alabama Regional Planning and Development Commission,Active,Small Systems Reporter,24472,"Dothan, AL",DR,DO,Bus,"455,934 ","397,740 ","398,570 ","576,607 ","479,312 ","518,773 ","490,116 ","496,805 ","544,063 ","555,068 ","510,571 ","516,234 ","426,615 ","341,962 ","256,220 ","183,091 ",,,,,,,,,
40103,4103,Southeast Alabama Regional Planning and Development Commission,Active,Small Systems Reporter,24472,"Dothan, AL",DR,PT,Bus,,,,,,,"610,381 ","819,634 ","815,859 ","478,344 ","550,595 ","640,956 ","613,567 ","658,754 ","649,298 ","453,057 ",,,,,,,,,
40103,4103,Southeast Alabama Regional Planning and Development Commission,Active,Small Systems Reporter,24472,"Dothan, AL",DR,TX,Bus,,,,,,,,,"114,571 ","532,776 ","204,404 ","244,856 ","307,904 ","288,476 ","244,368 ","187,961 ",,,,,,,,,
40104,4104,Indian River County,Inactive,Full Reporter,90406,"Vero Beach--Sebastian, FL",DR,DO,Bus,"372,050 ",,,,"489,798 ","506,209 ","500,068 ","490,788 ","415,079 ","464,963 ","363,383 ","154,802 ",,,,,,,,,,,,,
40104,4104,Indian River County,Active,Full Reporter,90406,"Vero Beach--Sebastian, FL",DR,PT,Bus,0 ,,,,,"126,732 ","127,616 ",,,,,"146,992 ","288,212 ","318,384 ","439,541 ","521,460 ","351,831 ","264,630 ","248,012 ","260,121 ","308,205 ","267,555 ","208,425 ","159,716 ","37,208 "
40104,4104,Indian River County,Inactive,Full Reporter,90406,"Vero Beach--Sebastian, FL",MB,DO,Bus,"228,580 ",,,,"326,528 ","261,059 ","267,280 ","483,176 ","680,400 ","750,124 ","813,766 ","427,598 ",,,,,,,,,,,,,
40104,4104,Indian River County,Active,Full Reporter,90406,"Vero Beach--Sebastian, FL",MB,PT,Bus,,,,,,,,,,,,"423,381 ","1,038,379 ","1,046,283 ","1,042,397 ","973,569 ","974,466 ","931,677 ","859,968 ","858,770 ","904,722 ","959,716 ","1,013,737 ","1,087,505 ","267,251 "
40105,4105,Puerto Rico Highway and Transportation Authority ,Active,Full Reporter,79093,"San Juan, PR",PB,PT,Bus,"24,270,335 ","21,146,561 ","156,061,439 ","203,005,475 ","161,803,078 ","140,793,239 ","33,667,566 ","40,713,174 ","38,472,060 ","31,282,098 ","25,004,145 ","22,106,142 ","20,275,245 ","19,007,195 ","18,807,475 ","13,624,133 ","13,649,328 ","12,769,316 ","5,903,901 ","6,205,243 ","5,375,640 ","4,044,311 ","4,023,701 ","5,017,932 ","1,320,391 "
40108,4108,Research Triangle Regional Public Transportation Authority,Active,Full Reporter,25228,"Durham, NC",DR,DO,Bus,,"85,291 ","149,307 ","177,740 ","186,660 ","202,015 ","212,646 ","263,569 ","323,791 ","362,609 ","389,284 ","435,221 ","486,289 ","543,375 ","535,229 ","487,522 ","651,936 ","538,399 ","312,999 ","351,182 ","416,124 ","452,702 ","475,991 ","482,006 ","109,734 "
40108,4108,Research Triangle Regional Public Transportation Authority,Active,Full Reporter,25228,"Durham, NC",MB,DO,Bus,,"2,257,226 ","1,955,560 ","1,929,491 ","1,991,592 ","1,985,887 ","2,090,025 ","2,080,450 ","2,300,069 ","2,248,191 ","2,194,966 ","2,325,831 ","2,264,369 ","2,225,794 ","2,230,424 ","2,349,680 ","2,378,718 ","2,527,182 ","2,114,263 ","2,229,096 ","1,905,225 ","1,978,714 ","2,266,280 ","2,582,871 ","759,553 "
40108,4108,Research Triangle Regional Public Transportation Authority,Active,Full Reporter,25228,"Durham, NC",MB,PT,Bus,,,,,,,,,,,,,"196,910 ","570,589 ","581,807 ","496,054 ","405,774 ","363,604 ","199,860 ","254,403 ","212,725 ","173,714 ","150,119 ","135,083 ","11,948 "
40108,4108,Research Triangle Regional Public Transportation Authority,Inactive,Full Reporter,25228,"Durham, NC",VP,DO,Bus,,"859,621 ","954,587 ","984,004 ","1,122,453 ","1,068,243 ","1,198,654 ","1,272,360 ","1,180,961 ","1,089,431 ","1,097,569 ","1,081,540 ","1,047,842 ","973,398 ","830,665 ","784,022 ","677,214 ","198,421 ",,,,,,,
40108,4108,Research Triangle Regional Public Transportation Authority,Active,Full Reporter,25228,"Durham, NC",VP,PT,Bus,,,,,,,,,,,,,,,,,,"374,767 ","329,308 ","213,811 ","269,071 ","319,309 ","502,969 ","490,145 ","94,967 "
40110,4110,Charleston Area Regional Transportation Authority,Active,Full Reporter,15508,"Charleston, SC",CB,PT,Bus,,,,,,,,,,,,"47,271 ","191,077 ","189,771 ","193,660 ","198,266 ","196,411 ","199,775 ","188,147 ","197,847 ","178,126 ","148,643 ","141,426 ","140,486 ","34,222 "
40110,4110,Charleston Area Regional Transportation Authority,Active,Full Reporter,15508,"Charleston, SC",DR,PT,Bus,"656,544 ","466,760 ","340,024 ","455,460 ","396,402 ","554,965 ","640,182 ","646,872 ","673,108 ","587,751 ","589,391 ","653,168 ","626,925 ","578,886 ","538,698 ","567,592 ","567,980 ","575,232 ","442,971 ","593,022 ","567,292 ","516,730 ","513,742 ","500,244 ","121,921 "
40110,4110,Charleston Area Regional Transportation Authority,Active,Full Reporter,15508,"Charleston, SC",DR,TN,Bus,,,,,,,,,,,,,,,,,,,,,"7,847 ","65,208 ","198,871 ","253,329 ","74,322 "
40110,4110,Charleston Area Regional Transportation Authority,Active,Full Reporter,15508,"Charleston, SC",MB,PT,Bus,"2,041,180 ","1,641,613 ","470,192 ","1,140,932 ","2,097,445 ","2,824,571 ","3,029,178 ","3,104,505 ","3,164,829 ","2,803,388 ","2,901,351 ","2,826,965 ","2,849,808 ","2,774,561 ","2,423,995 ","2,350,091 ","2,366,990 ","2,440,933 ","2,180,334 ","2,352,416 ","2,366,060 ","2,357,044 ","2,428,836 ","2,403,502 ","582,588 "
40111,4111,Morgan County Area Transportation System,Inactive,Small Systems Reporter,22690,"Decatur, AL",DR,DO,Bus,,,,,,"432,251 ","502,683 ","477,740 ","492,000 ","518,949 ",,,,,,,,,,,,,,,
40113,4113,"Council on Aging of Martin County, Inc.",Inactive,Full Reporter,71479,"Port St. Lucie, FL",DR,DO,Bus,"428,569 ",,,"547,606 ","556,793 ","455,255 ","363,838 ","231,439 ","139,841 ","40,189 ",,,,,,,,,,,,,,,
40113,4113,"Council on Aging of Martin County, Inc.",Inactive,Full Reporter,71479,"Port St. Lucie, FL",MB,DO,Bus,,,,"23,942 ","24,920 ","25,963 ","21,803 ","29,470 ","112,758 ","24,195 ",,,,,,,,,,,,,,,
40120,4120,"City of Ocala, Florida",Inactive,Small Systems Reporter,64567,"Ocala, FL",DR,PT,Bus,"44,128 ","52,452 ","22,423 ",,"62,586 ","81,481 ","90,667 ","79,530 ",,"16,539 ","78,022 ","91,945 ","97,403 ","92,079 ","87,094 ","69,736 ","56,468 ",,,,,,,,
40120,4120,"City of Ocala, Florida",Inactive,Small Systems Reporter,64567,"Ocala, FL",MB,DO,Bus,,,,,,,,"446,016 ",,,,,,,,,,,,,,,,,
40120,4120,"City of Ocala, Florida",Active,Small Systems Reporter,64567,"Ocala, FL",MB,PT,Bus,"274,589 ","369,742 ","148,675 ",,"374,278 ","373,887 ","405,968 ",,,"109,576 ","436,904 ","443,297 ","492,268 ","492,185 ","492,127 ","484,512 ","363,265 ",,,,,,,,
40125,4125,Municipality of Carolina,Active,Small Systems Reporter,79093,"San Juan, PR",DR,DO,Bus,,,,,,,,,"3,046 ","16,995 ",,,,,,,,,,,,,,,
40125,4125,Municipality of Carolina,Active,Small Systems Reporter,79093,"San Juan, PR",MB,DO,Bus,,,,,,,,,"248,808 ","312,929 ",,,,,,,,,,,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Inactive,Reduced Asset Reporter,96697,"Winter Haven, FL",DR,DO,Bus,"583,828 ","506,781 ","344,310 ","340,059 ","377,509 ","33,900 ","34,031 ","523,940 ","520,903 ","497,296 ","515,971 ","512,549 ","583,753 ","359,115 ",,,,,,,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Inactive,Reduced Asset Reporter,96697,"Winter Haven, FL",DR,PT,Bus,"861,184 ","1,162,348 ","903,920 ","969,227 ","892,313 ","3,615 ","1,572 ","555,249 ","628,868 ","735,824 ","737,442 ","767,592 ","363,112 ","1,161 ",,,,,,,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Inactive,Reduced Asset Reporter,96697,"Winter Haven, FL",MB,DO,Bus,"329,357 ","393,145 ","239,832 ","257,724 ","405,041 ","383,047 ","730,087 ","689,549 ","721,241 ","722,049 ","673,407 ","612,979 ","365,128 ","259,730 ",,,,,,,,,,,
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Inactive,Reduced Asset Reporter,96697,"Winter Haven, FL",MB,PT,Bus,"297,364 ","409,006 ","350,220 ","368,631 ","336,072 ","370,452 ",,,,,,,,,,,,,,,,,,,
40128,4128,Okaloosa County Board of County Commissioners,Active,Full Reporter,61372,"Navarre--Miramar Beach--Destin, FL",DR,PT,Bus,"841,514 ","861,939 ","911,900 ","836,633 ","587,250 ","585,515 ","602,762 ","574,747 ","629,897 ","689,994 ","715,432 ","736,026 ","767,303 ","786,432 ","987,935 ","1,080,995 ","1,033,618 ","887,620 ","560,706 ","447,683 ","482,022 ","534,065 ","622,216 ","635,891 ","155,679 "
40128,4128,Okaloosa County Board of County Commissioners,Active,Full Reporter,61372,"Navarre--Miramar Beach--Destin, FL",MB,PT,Bus,"132,540 ","278,178 ","302,870 ","383,985 ","499,884 ","517,826 ","490,570 ","524,722 ","409,896 ","441,727 ","439,465 ","446,677 ","377,736 ","378,789 ","399,839 ","356,977 ","354,680 ","343,103 ","350,562 ","364,578 ","377,184 ","383,221 ","382,399 ","409,063 ","96,163 "
