NTD ID,Legacy NTD ID,Agency,Mode/Type of Service Status,Reporter Type,UACE CD,UZA Name,Mode,TOS,3 Mode,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",DR,PT,Bus,"8,686,723 ","9,142,784 ","10,031,443 ","10,015,663 ","10,045,410 ","10,229,106 ","9,173,857 ","9,974,975 ","9,766,933 ","10,035,714 ","9,758,968 ","9,669,958 ","8,675,204 ","6,705,641 ","7,934,196 ","7,802,103 ","8,335,875 ","8,511,613 ","3,913,186 ","4,022,799 ","4,968,632 ","6,710,756 ","7,835,166 ","7,960,962 ","1,903,590 "
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",DR,TX,Bus,,,,,,,,,"525,984 ","494,207 ","488,615 ","650,286 ","805,693 ","1,257,248 ","1,336,929 ","1,411,445 ","1,675,832 ","2,052,404 ","905,250 ","934,957 ","1,461,592 ","1,377,744 ","1,293,595 ","1,686,789 ","566,457 "
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",FB,DO,Ferry,,,,,,,,,,,,,,,"51,704 ","48,762 ","49,706 ","52,362 ","35,948 ","49,606 ","51,236 ","52,310 ","63,622 ","76,904 ","19,972 "
00001,0001,King County,Inactive,Full Reporter,80389,"Seattle--Tacoma, WA",LR,DO,Rail,"39,630 ","43,005 ","44,994 ","38,893 ",0 ,,"56,904 ","60,150 ","59,964 ","61,727 ",,,,,,,,,,,,,,,
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",MB,DO,Bus,"32,727,985 ","34,687,688 ","35,777,097 ","37,684,874 ","30,842,440 ","31,161,751 ","31,998,819 ","31,792,781 ","31,379,263 ","32,078,161 ","32,344,205 ","32,050,650 ","31,463,965 ","31,651,853 ","32,450,352 ","32,853,414 ","33,894,208 ","35,407,340 ","30,870,826 ","30,859,322 ","29,908,625 ","29,575,605 ","30,848,533 ","31,992,394 ","7,421,310 "
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",MB,PT,Bus,,,,,,,"789,529 ","831,493 ","912,641 ","880,377 ","1,036,158 ","1,078,820 ","1,182,138 ","1,068,355 ","1,141,070 ","964,917 ","970,734 ","1,058,834 ","779,440 ","994,051 ","907,697 ","983,035 ","1,163,529 ","1,388,679 ","369,126 "
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",SR,DO,Rail,,,,,,,,,,,"62,222 ","63,268 ","61,521 ","59,960 ","191,472 ","193,810 ","207,850 ","205,470 ","147,792 ","187,454 ","180,369 ","177,754 ","174,111 ","182,839 ","48,746 "
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",TB,DO,Bus,"3,691,589 ","3,661,854 ","3,353,601 ","3,523,420 ","3,105,177 ","2,844,375 ","2,862,955 ","2,786,392 ","2,903,719 ","2,907,198 ","2,728,642 ","2,845,186 ","2,837,821 ","2,815,356 ","3,063,846 ","3,130,521 ","3,086,246 ","2,607,942 ","2,375,110 ","2,685,561 ","2,635,705 ","2,575,445 ","2,370,600 ","2,165,998 ","534,166 "
00001,0001,King County,Active,Full Reporter,80389,"Seattle--Tacoma, WA",VP,DO,Bus,"10,013,244 ","9,618,704 ","8,643,307 ","9,294,635 ","9,913,484 ","10,591,416 ","11,430,028 ","11,802,533 ","11,368,165 ","12,546,348 ","13,884,797 ","14,032,113 ","14,498,634 ","14,693,549 ","14,879,324 ","15,199,378 ","15,043,713 ","14,648,137 ","5,295,537 ","3,264,549 ","4,413,910 ","6,705,162 ","7,898,463 ","8,637,185 ","1,951,383 "
00002,0002,Spokane Transit Authority,Active,Full Reporter,83764,"Spokane, WA",DR,DO,Bus,"1,343,707 ","1,390,159 ","1,331,383 ","1,229,340 ","1,259,257 ","1,305,017 ","1,337,251 ","1,307,371 ","1,213,471 ","1,228,851 ","1,272,186 ","1,214,951 ","1,186,434 ","1,189,206 ","1,138,893 ","1,198,630 ","1,293,811 ","1,249,424 ","885,171 ","1,066,946 ","1,073,683 ","1,217,504 ","1,252,409 ","1,296,553 ","323,873 "
00002,0002,Spokane Transit Authority,Active,Full Reporter,83764,"Spokane, WA",DR,PT,Bus,"1,009,316 ","1,044,400 ","1,071,311 ","1,104,020 ","1,270,932 ","1,368,924 ","1,387,036 ","1,376,990 ","1,380,530 ","1,276,779 ","1,260,721 ","1,302,795 ","1,275,569 ","1,303,096 ","1,376,561 ","1,339,852 ","1,184,977 ","1,144,223 ","655,892 ","768,789 ","945,068 ","1,099,149 ","1,232,917 ","1,209,507 ","291,395 "
00002,0002,Spokane Transit Authority,Active,Full Reporter,83764,"Spokane, WA",MB,DO,Bus,"4,777,633 ","4,813,329 ","4,863,417 ","5,039,551 ","5,599,353 ","5,620,947 ","5,746,741 ","5,811,387 ","5,801,678 ","5,570,475 ","5,313,529 ","5,334,754 ","5,446,828 ","5,480,629 ","5,477,713 ","5,590,733 ","5,850,424 ","6,118,526 ","6,170,085 ","6,210,759 ","6,485,325 ","6,824,002 ","7,146,245 ","7,403,636 ","1,849,823 "
00002,0002,Spokane Transit Authority,Active,Full Reporter,83764,"Spokane, WA",VP,DO,Bus,"339,651 ","354,676 ","400,354 ","540,353 ","610,870 ","676,564 ","917,404 ","900,222 ","935,173 ","1,029,533 ","1,189,701 ","1,126,343 ","1,174,536 ","1,114,100 ","1,058,496 ","975,974 ","948,679 ","929,850 ","674,189 ","636,288 ","905,990 ","1,016,131 ","1,096,062 ","1,165,805 ","303,509 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,80389,"Seattle--Tacoma, WA",DR,DO,Bus,"931,690 ","886,633 ","867,441 ","866,064 ","872,486 ","836,080 ","757,825 ","759,563 ","751,373 ","707,971 ","594,250 ","627,319 ","629,816 ","612,036 ","648,133 ","611,807 ","570,600 ","505,823 ","228,735 ","191,376 ","279,427 ","287,743 ","253,977 ","160,768 ","36,112 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,80389,"Seattle--Tacoma, WA",DR,PT,Bus,"2,146,532 ","2,197,120 ","2,240,261 ","2,184,166 ","2,498,409 ","2,659,062 ","2,253,065 ","2,300,084 ","2,267,502 ","2,228,386 ","1,917,914 ","1,705,954 ","1,732,870 ","1,724,342 ","1,616,578 ","1,528,147 ","1,471,275 ","1,507,732 ","955,755 ","1,176,460 ","1,438,251 ","1,807,533 ","2,428,510 ","2,791,308 ","742,068 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,80389,"Seattle--Tacoma, WA",MB,DO,Bus,"9,122,328 ","9,781,817 ","9,921,970 ","6,890,034 ","7,082,090 ","7,229,984 ","7,481,481 ","7,258,577 ","6,958,268 ","5,505,120 ","4,366,502 ","4,287,953 ","4,401,267 ","4,411,207 ","4,534,746 ","4,903,678 ","5,002,372 ","5,019,818 ","4,271,293 ","4,558,354 ","4,227,441 ","4,371,847 ","4,524,583 ","4,716,393 ","1,174,643 "
00003,0003,Pierce County Transportation Benefit Area Authority,Active,Full Reporter,80389,"Seattle--Tacoma, WA",VP,DO,Bus,"3,220,535 ","3,438,381 ","3,748,563 ","3,868,965 ","4,178,168 ","4,113,366 ","4,276,611 ","4,476,756 ","4,559,572 ","4,669,006 ","4,718,159 ","4,869,744 ","4,708,917 ","4,580,153 ","4,707,552 ","4,771,217 ","4,729,543 ","4,529,043 ","3,015,970 ","2,583,536 ","3,028,154 ","3,421,086 ","3,206,018 ","3,509,334 ","878,217 "
00005,0005,City of Everett,Active,Full Reporter,80389,"Seattle--Tacoma, WA",DR,DO,Bus,"254,880 ","326,060 ","420,701 ","387,077 ","354,790 ","495,980 ","524,124 ","506,444 ","518,059 ","567,963 ","530,196 ","562,334 ","548,542 ","557,712 ","563,880 ","561,171 ","571,223 ","561,821 ","297,836 ","296,098 ","330,335 ","366,516 ","412,193 ","436,245 ","109,897 "
00005,0005,City of Everett,Active,Full Reporter,80389,"Seattle--Tacoma, WA",MB,DO,Bus,"1,112,377 ","1,047,643 ","941,400 ","1,093,722 ","1,264,699 ","1,326,578 ","1,377,909 ","1,455,668 ","1,598,397 ","1,444,595 ","1,359,451 ","1,197,310 ","1,185,612 ","1,197,832 ","1,239,254 ","1,265,710 ","1,270,213 ","1,195,418 ","890,830 ","991,608 ","1,115,803 ","1,195,863 ","1,274,180 ","1,288,630 ","323,368 "
00006,0006,City of Yakima,Active,Full Reporter,97507,"Yakima, WA",CB,PT,Bus,,,,,,,,,,,,,"75,641 ","144,364 ","140,974 ","144,112 ","155,997 ","147,959 ","142,749 ","137,661 ","146,393 ","148,663 ","144,142 ","148,556 ","35,702 "
00006,0006,City of Yakima,Active,Full Reporter,97507,"Yakima, WA",DR,PT,Bus,,"205,013 ","162,999 ","309,555 ","219,792 ","287,666 ","382,391 ","300,042 ","413,087 ","425,520 ","401,983 ","400,765 ","392,960 ","368,608 ","371,550 ","345,353 ","306,143 ","296,916 ","176,401 ","213,575 ","258,268 ","303,614 ","328,802 ","302,099 ","64,816 "
00006,0006,City of Yakima,Active,Full Reporter,97507,"Yakima, WA",MB,DO,Bus,,"657,434 ","341,525 ","721,811 ","747,929 ","793,649 ","830,170 ","733,903 ","779,473 ","782,364 ","800,855 ","729,282 ","690,783 ","693,944 ","803,670 ","708,581 ","709,482 ","649,163 ","703,036 ","707,931 ","710,402 ","738,964 ","672,452 ","694,398 ","168,583 "
00006,0006,City of Yakima,Inactive,Full Reporter,97507,"Yakima, WA",VP,DO,Bus,,"207,782 ","64,513 ","268,460 ","268,961 ","381,581 ","528,870 ","469,480 ","542,260 ","620,077 ","576,435 ","503,001 ","388,855 ","355,338 ","289,049 ","280,838 ","309,516 ","260,851 ","53,360 ","31,663 ",,,,,
00007,0007,Lane Transit District,Active,Full Reporter,28117,"Eugene, OR",CB,PT,Bus,,,,,,,,,,,,,,,,,,,,,,,,"52,468 ","25,188 "
00007,0007,Lane Transit District,Active,Full Reporter,28117,"Eugene, OR",DR,PT,Bus,"699,847 ","724,142 ","766,048 ","833,498 ","967,195 ","1,051,189 ","1,126,538 ","1,171,927 ","1,297,519 ","1,329,303 ","1,408,536 ","1,442,803 ","1,513,608 ","1,474,982 ","1,332,933 ","1,178,413 ","1,130,921 ","1,114,639 ","526,606 ","492,508 ","579,008 ","690,447 ","815,426 ","843,139 ","201,836 "
00007,0007,Lane Transit District,Active,Full Reporter,28117,"Eugene, OR",DR,TX,Bus,,,,,,,,,,"821,561 ","921,204 ","1,224,682 ","2,495,467 ","3,504,043 ","3,733,139 ","3,436,267 ","2,994,066 ","3,323,965 ","2,001,062 ","2,031,636 ","2,029,981 ","2,210,090 ","2,471,438 ","2,422,510 ","578,252 "
00007,0007,Lane Transit District,Active,Full Reporter,28117,"Eugene, OR",MB,DO,Bus,"3,355,842 ","3,100,538 ","3,193,677 ","3,378,437 ","3,155,046 ","3,051,536 ","3,579,293 ","3,487,654 ","3,330,017 ","3,105,288 ","2,699,455 ","2,821,153 ","2,769,035 ","2,822,048 ","2,985,557 ","3,066,842 ","2,906,532 ","2,796,519 ","1,719,792 ","1,974,931 ","2,103,866 ","2,108,471 ","2,080,746 ","2,200,746 ","569,458 "
00007,0007,Lane Transit District,Active,Full Reporter,28117,"Eugene, OR",MB,PT,Bus,,,,,,,,,"75,460 ","78,090 ","76,541 ","76,751 ","75,752 ","75,217 ","82,408 ","106,773 ","134,008 ","132,685 ","96,880 ","97,759 ","96,861 ","127,877 ","140,497 ","100,443 ","12,443 "
00007,0007,Lane Transit District,Active,Full Reporter,28117,"Eugene, OR",RB,DO,Bus,,,,,,,,,,,"420,696 ","427,541 ","428,910 ","430,702 ","444,873 ","547,034 ","720,612 ","683,039 ","653,053 ","716,228 ","720,429 ","657,118 ","670,147 ","720,427 ","177,457 "
00007,0007,Lane Transit District,Active,Full Reporter,28117,"Eugene, OR",VP,PT,Bus,,,,,"68,386 ","69,776 ","98,710 ","240,912 ","298,320 ","215,654 ","237,771 ","364,930 ","434,107 ","467,476 ","415,717 ","396,270 ","424,162 ","407,633 ","144,264 ","63,187 ","97,300 ","130,795 ","132,167 ","126,322 ","32,118 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Inactive,Full Reporter,71317,"Portland, OR--WA",CR,PT,Rail,,,,,,,,"108,472 ","147,731 ","156,909 ",,,,,,,,,,,,,,,
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter,71317,"Portland, OR--WA",DR,PT,Bus,0 ,0 ,0 ,0 ,"8,037,796 ","8,037,933 ","8,390,203 ","8,307,361 ","7,563,806 ","6,606,504 ","6,523,111 ","6,614,297 ","6,433,129 ","6,278,252 ","6,293,299 ","6,135,283 ","5,753,678 ","5,874,327 ","2,897,376 ","2,897,351 ","3,822,715 ","4,329,734 ","5,049,171 ","5,574,780 ","1,362,135 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter,71317,"Portland, OR--WA",DR,TN,Bus,,,,,,,,,,,,,,,,,,,,,,"387,077 ","768,402 ","980,880 ","326,874 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter,71317,"Portland, OR--WA",DR,TX,Bus,,,,,,,,,,"950,146 ","948,313 ","933,054 ","953,063 ","1,146,783 ","1,336,121 ","1,157,343 ","1,257,864 ","1,032,626 ","386,438 ","318,551 ","420,465 ","424,593 ","118,928 ","134,518 ","35,599 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter,71317,"Portland, OR--WA",LR,DO,Rail,"3,198,863 ","3,260,179 ","3,705,201 ","3,755,994 ","6,375,186 ","6,460,278 ","6,940,264 ","7,402,173 ","8,229,486 ","7,953,829 ","7,769,859 ","7,722,458 ","7,766,807 ","8,283,988 ","8,941,821 ","8,884,842 ","8,987,078 ","9,052,991 ","8,516,782 ","8,169,934 ","8,107,434 ","7,779,017 ","7,764,742 ","8,271,521 ","2,050,271 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter,71317,"Portland, OR--WA",MB,DO,Bus,"23,859,864 ","23,870,533 ","24,180,993 ","23,552,490 ","22,934,448 ","22,589,140 ","22,860,038 ","22,445,461 ","20,178,695 ","19,207,094 ","19,224,915 ","19,240,123 ","19,912,578 ","20,337,142 ","20,801,305 ","21,108,854 ","21,705,436 ","22,483,357 ","20,944,160 ","20,801,663 ","19,450,856 ","19,882,887 ","21,088,898 ","21,698,823 ","5,343,667 "
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Inactive,Full Reporter,71317,"Portland, OR--WA",SR,DO,Rail,,,,,,,,,,,"248,772 ",,,,,,,,,,,,,,
00008,0008,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter,71317,"Portland, OR--WA",YR,PT,Rail,,,,,,,,,,,"162,979 ","162,197 ","161,292 ","162,672 ","162,090 ","161,144 ","160,592 ","162,384 ","116,666 ","109,182 ","101,377 ","80,098 ","74,695 ","76,152 ","18,058 "
00011,0011,Valley Regional Transit,Active,Full Reporter,08785,"Boise City, ID",DR,DO,Bus,,"193,031 ","194,500 ","200,502 ","205,111 ","249,783 ","273,273 ","246,706 ","265,224 ","300,647 ","286,507 ","339,901 ","332,548 ","322,236 ","343,400 ","269,158 ",,,,,,"46,413 ","84,785 ","308,717 ","59,272 "
00011,0011,Valley Regional Transit,Active,Full Reporter,08785,"Boise City, ID",DR,PT,Bus,,"4,893 ",,"15,936 ","17,994 ","19,877 ","16,906 ","16,862 ","12,293 ",,,,,,,"103,919 ","506,974 ","616,994 ","413,069 ","605,720 ","630,574 ","457,308 ","112,290 ","458,837 ","124,232 "
00011,0011,Valley Regional Transit,Inactive,Full Reporter,08785,"Boise City, ID",MB,DO,Bus,,"985,231 ","720,820 ","904,332 ","876,476 ","824,350 ","812,132 ","849,968 ","1,048,293 ","1,304,373 ","1,314,542 ","1,361,653 ","1,400,532 ","1,416,237 ","1,481,288 ","1,160,853 ",,,,,,,,,
00011,0011,Valley Regional Transit,Active,Full Reporter,08785,"Boise City, ID",MB,PT,Bus,,"143,620 ",,"385,182 ","459,498 ","450,686 ","549,507 ","553,152 ","325,686 ",,,,,,,"389,360 ","1,582,834 ","1,533,686 ","1,439,795 ","1,415,819 ","1,376,130 ","1,017,719 ","355,565 ","1,431,516 ","351,918 "
00012,0012,Municipality of Anchorage,Active,Full Reporter,02305,"Anchorage, AK",DR,PT,Bus,"1,023,981 ","1,081,943 ","1,122,905 ","996,103 ","1,151,288 ","1,118,403 ","1,113,410 ","1,127,961 ","1,147,435 ","1,172,954 ","1,180,408 ","1,073,816 ","1,028,856 ","1,055,711 ","1,072,643 ","992,628 ","812,240 ","805,845 ","524,335 ","562,256 ","719,394 ","842,374 ","957,477 ","1,090,857 ","263,947 "
00012,0012,Municipality of Anchorage,Active,Full Reporter,02305,"Anchorage, AK",MB,DO,Bus,"2,031,345 ","1,923,692 ","2,171,199 ","2,162,867 ","2,229,450 ","2,318,543 ","2,151,697 ","2,078,425 ","1,911,521 ","1,905,379 ","1,870,518 ","1,882,161 ","1,918,021 ","1,934,972 ","1,915,823 ","1,867,441 ","1,824,652 ","1,999,383 ","1,864,094 ","2,207,629 ","2,280,229 ","2,278,774 ","2,387,861 ","2,276,802 ","594,267 "
00012,0012,Municipality of Anchorage,Inactive,Full Reporter,02305,"Anchorage, AK",MB,PT,Bus,,,,,,,,,,,,,,,,"75,347 ","371,156 ","167,283 ",,,,,,,
00012,0012,Municipality of Anchorage,Active,Full Reporter,02305,"Anchorage, AK",VP,PT,Bus,"466,877 ","531,858 ","610,492 ","562,439 ",,,,,,,,,,,"1,196,813 ","1,396,775 ","1,469,214 ","1,474,126 ","1,273,666 ","1,302,578 ","1,582,484 ","1,899,042 ","2,001,592 ","2,041,826 ","500,146 "
00016,0016,City of Longview,Inactive,Full Reporter,51283,"Longview, WA--OR",CB,DO,Bus,,,,,,,,,,,,,,,,,,,,,"8,571 ","6,700 ",,,
00016,0016,City of Longview,Active,Full Reporter,51283,"Longview, WA--OR",DR,PT,Bus,"126,490 ","126,891 ","132,595 ","142,350 ","156,545 ","154,053 ","159,995 ","168,578 ","188,355 ","206,576 ","184,498 ","180,682 ","185,799 ","183,920 ","177,479 ","184,707 ","199,135 ","212,017 ","107,612 ","112,913 ","126,768 ","129,018 ","133,148 ","143,695 ","36,192 "
00016,0016,City of Longview,Active,Full Reporter,51283,"Longview, WA--OR",MB,DO,Bus,"218,650 ","216,544 ","216,429 ","215,849 ","215,228 ","214,683 ","214,739 ","215,412 ","221,650 ","229,478 ","223,584 ","280,972 ","341,970 ","350,531 ","365,564 ","344,310 ","322,524 ","299,469 ","265,192 ","298,689 ","347,971 ","357,130 ","364,453 ","410,694 ","90,495 "
00016,0016,City of Longview,Inactive,Full Reporter,51283,"Longview, WA--OR",VP,DO,Bus,,,,,,,,,,,,,,,"3,711 ",226 ,,,,,,,,,
00018,0018,Ben Franklin Transit,Active,Full Reporter,44479,"Kennewick--Richland--Pasco, WA",DR,DO,Bus,"557,075 ","629,784 ","705,132 ","786,857 ","804,462 ","802,070 ","2,110,608 ","2,091,646 ","1,878,103 ","1,870,593 ","1,841,771 ","1,745,602 ","1,817,610 ","1,877,660 ","1,849,758 ","1,798,041 ","1,963,333 ","1,997,250 ","1,213,395 ","1,370,312 ","1,576,144 ","1,704,662 ","1,749,832 ","1,884,187 ","502,293 "
00018,0018,Ben Franklin Transit,Active,Full Reporter,44479,"Kennewick--Richland--Pasco, WA",DR,PT,Bus,"451,073 ","591,909 ","701,017 ","846,491 ","974,069 ","959,964 ","1,125,056 ","914,026 ","736,224 ","241,311 ","160,551 ","179,508 ","205,354 ","204,534 ","213,755 ","222,688 ","224,079 ","222,983 ","129,882 ","554,064 ","1,101,253 ","1,151,046 ","1,006,778 ","950,202 ","293,763 "
00018,0018,Ben Franklin Transit,Inactive,Full Reporter,44479,"Kennewick--Richland--Pasco, WA",DR,TX,Bus,,,,,,,,,,"391,659 ","496,235 ","530,679 ","688,736 ","705,818 ","701,899 ","643,643 ","305,473 ",,,,,,,,
00018,0018,Ben Franklin Transit,Active,Full Reporter,44479,"Kennewick--Richland--Pasco, WA",MB,DO,Bus,"2,222,640 ","4,032,841 ","2,308,549 ","2,397,242 ","2,485,890 ","2,488,128 ","2,450,110 ","2,543,932 ","2,340,187 ","2,269,732 ","2,089,388 ","2,117,992 ","2,140,416 ","2,148,656 ","2,161,030 ","2,245,140 ","2,558,423 ","2,822,681 ","2,770,116 ","3,205,722 ","3,456,000 ","3,513,119 ","3,569,623 ","3,740,357 ","989,982 "
00018,0018,Ben Franklin Transit,Active,Full Reporter,44479,"Kennewick--Richland--Pasco, WA",VP,DO,Bus,"1,903,536 ","1,722,981 ","2,489,084 ","2,778,031 ","2,694,265 ","3,227,969 ","4,408,682 ","4,840,922 ","4,962,754 ","5,039,227 ","4,599,450 ","4,046,851 ","4,033,627 ","3,804,373 ","3,516,347 ","3,420,782 ","3,470,690 ","3,501,626 ","1,345,779 ","1,129,064 ","1,495,493 ","1,828,042 ","2,066,327 ","2,246,311 ","541,118 "
00019,0019,Intercity Transit,Active,Full Reporter,65242,"Olympia--Lacey, WA",CB,DO,Bus,,,,,,,,,,,"372,010 ","421,903 ","543,452 ","540,214 ","543,378 ","509,786 ","495,010 ","521,253 ","130,395 ","98,391 ","219,341 ","244,994 ","372,133 ","432,269 ","112,260 "
00019,0019,Intercity Transit,Active,Full Reporter,65242,"Olympia--Lacey, WA",DR,DO,Bus,"361,953 ","426,676 ","538,553 ","612,730 ","658,260 ","714,967 ","768,350 ","799,905 ","841,841 ","809,254 ","834,826 ","837,284 ","889,045 ","938,704 ","956,980 ","963,497 ","989,537 ","1,070,663 ","1,010,160 ","857,985 ","821,521 ","851,048 ","812,190 ","940,530 ","233,167 "
00019,0019,Intercity Transit,Active,Full Reporter,65242,"Olympia--Lacey, WA",MB,DO,Bus,"1,609,684 ","1,811,096 ","1,953,543 ","2,126,627 ","2,321,218 ","2,351,615 ","2,536,731 ","2,718,877 ","2,662,022 ","2,844,905 ","2,354,022 ","2,344,543 ","2,323,437 ","2,338,017 ","2,341,325 ","2,332,579 ","2,381,814 ","2,710,944 ","1,515,742 ","2,342,918 ","2,511,636 ","2,868,976 ","3,251,046 ","3,710,523 ","931,842 "
00019,0019,Intercity Transit,Active,Full Reporter,65242,"Olympia--Lacey, WA",VP,DO,Bus,"1,134,815 ","1,318,047 ","1,446,073 ","1,754,796 ","2,188,816 ","2,604,057 ","3,085,107 ","3,190,971 ","2,983,303 ","3,182,803 ","3,481,775 ","3,568,294 ","3,629,991 ","3,427,110 ","3,075,894 ","2,938,498 ","3,023,074 ","3,102,203 ","1,626,197 ","1,435,516 ","2,230,425 ","2,604,976 ","2,612,749 ","2,678,809 ","627,281 "
00020,0020,Kitsap County Public Transportation Benefit Area Authority,Active,Full Reporter,09946,"Bremerton, WA",DR,DO,Bus,"1,344,183 ","1,849,021 ","2,049,770 ","2,100,045 ","2,082,598 ","2,068,236 ","1,924,517 ","2,204,042 ","1,424,401 ","1,321,910 ","1,247,765 ","1,234,202 ","1,281,903 ","1,297,450 ","1,276,540 ","1,207,912 ","1,251,612 ","1,363,533 ","831,217 ","955,397 ","1,183,082 ","1,273,013 ","1,348,846 ","1,586,145 ","416,206 "
00020,0020,Kitsap County Public Transportation Benefit Area Authority,Active,Full Reporter,09946,"Bremerton, WA",DR,TX,Bus,,,,,,,,,,"5,483 ","1,799 ","1,156 ","1,230 ",,946 ,"12,171 ","7,530 ","22,793 ","7,873 ","19,185 ","38,681 ","55,601 ","29,619 ","26,285 ","3,337 "
00020,0020,Kitsap County Public Transportation Benefit Area Authority,Active,Full Reporter,09946,"Bremerton, WA",FB,DO,Ferry,,,,,,,,,,,,,,,,"28,505 ","72,827 ","124,682 ","145,100 ","243,989 ","264,357 ","312,823 ","337,427 ","338,251 ","76,410 "
00020,0020,Kitsap County Public Transportation Benefit Area Authority,Inactive,Full Reporter,09946,"Bremerton, WA",FB,PT,Ferry,0 ,"39,218 ","43,897 ","52,254 ","51,833 ","51,123 ","41,497 ","45,063 ","44,448 ","46,021 ","48,012 ","47,051 ","46,834 ","44,947 ","45,025 ","44,449 ","43,964 ","43,822 ","42,924 ",,,,,,
00020,0020,Kitsap County Public Transportation Benefit Area Authority,Active,Full Reporter,09946,"Bremerton, WA",MB,DO,Bus,"2,330,423 ","2,533,690 ","2,561,675 ","2,578,891 ","2,454,904 ","2,448,948 ","2,365,563 ","2,201,461 ","1,950,232 ","1,952,363 ","1,964,666 ","1,980,832 ","1,935,876 ","1,981,899 ","2,059,850 ","2,137,370 ","2,178,085 ","2,488,331 ","2,134,714 ","2,036,360 ","2,138,930 ","2,212,491 ","2,336,300 ","2,442,171 ","580,785 "
00020,0020,Kitsap County Public Transportation Benefit Area Authority,Active,Full Reporter,09946,"Bremerton, WA",VP,DO,Bus,"635,536 ","911,876 ","1,074,677 ","1,264,223 ","1,392,450 ","1,345,160 ","1,353,729 ","1,172,257 ","1,146,415 ","1,143,908 ","1,102,471 ","961,211 ","1,058,252 ","960,421 ","816,444 ","879,730 ","776,515 ","665,919 ","419,490 ","363,404 ","484,203 ","534,730 ","453,489 ","548,792 ","141,494 "
00021,0021,Whatcom Transportation Authority,Active,Full Reporter,06652,"Bellingham, WA",DR,DO,Bus,"754,705 ","770,713 ","800,565 ","836,506 ","700,632 ","713,699 ","763,937 ","787,823 ","762,520 ","768,756 ","780,518 ","801,088 ","814,831 ","835,350 ","853,744 ","902,330 ","933,897 ","960,877 ","581,203 ","717,235 ","872,046 ","882,744 ","911,228 ","920,252 ","232,893 "
00021,0021,Whatcom Transportation Authority,Inactive,Full Reporter,06652,"Bellingham, WA",DR,PT,Bus,"17,270 ","11,993 ","10,952 ","9,598 ","10,139 ","11,484 ","12,351 ","21,450 ","20,685 ",,,,,,,,,,,,,,,,
00021,0021,Whatcom Transportation Authority,Inactive,Full Reporter,06652,"Bellingham, WA",DR,TX,Bus,,,,,,,,,,"23,405 ","31,412 ","33,665 ","25,356 ","29,018 ","31,956 ","23,921 ","19,443 ","25,967 ","4,015 ",,,,,,
00021,0021,Whatcom Transportation Authority,Active,Full Reporter,06652,"Bellingham, WA",MB,DO,Bus,"1,203,119 ","1,292,729 ","1,319,783 ","1,343,516 ","1,665,589 ","1,731,952 ","1,866,083 ","1,913,662 ","1,853,846 ","1,735,209 ","1,776,140 ","1,780,735 ","1,788,497 ","1,826,686 ","1,831,845 ","2,014,058 ","2,100,487 ","2,123,146 ","1,737,011 ","1,895,487 ","2,133,859 ","2,120,805 ","2,151,307 ","2,252,354 ","577,904 "
00021,0021,Whatcom Transportation Authority,Active,Full Reporter,06652,"Bellingham, WA",VP,DO,Bus,"289,754 ","278,995 ",,,,,,,"527,115 ","426,440 ","535,570 ","542,747 ","613,789 ","509,939 ","443,551 ","396,942 ","406,554 ","238,834 ","156,697 ","119,984 ","115,097 ","152,252 ","201,162 ","219,761 ","45,829 "
00022,0022,City of Pocatello,Active,Small Systems Reporter,70426,"Pocatello, ID",DR,DO,Bus,"202,727 ","205,365 ","192,637 ","168,678 ","173,891 ","190,095 ","499,126 ","492,971 ","462,842 ","491,388 ",,,,,,,,,,,,,,,
00022,0022,City of Pocatello,Active,Small Systems Reporter,70426,"Pocatello, ID",MB,DO,Bus,"255,324 ","255,591 ","257,926 ","260,934 ","276,421 ","292,401 ","292,758 ","265,790 ","269,108 ","324,939 ",,,,,,,,,,,,,,,
