name,year,dist_ly,mass_e,method,facility
Kepler-6 b,2009,1914.7,212.3,Transit,Kepler
Kepler-491 b,2016,2057.3,,Transit,Kepler
Kepler-257 b,2014,2544.9,,Transit,Kepler
Kepler-216 b,2014,3873.0,,Transit,Kepler
Kepler-32 c,2011,1056.2,1.3,Transit,Kepler
Kepler-259 c,2014,3268.5,,Transit,Kepler
Kepler-148 c,2014,2580.4,,Transit,Kepler
Kepler-222 d,2014,2475.0,,Transit,Kepler
Kepler-29 c,2011,2715.4,4.0,Transit,Kepler
Kepler-179 b,2014,1975.5,,Transit,Kepler
Kepler-165 c,2014,1829.4,,Transit,Kepler
Kepler-228 c,2014,5364.0,,Transit,Kepler
Kepler-20 c,2011,921.6,11.1,Transit,Kepler
Kepler-166 d,2016,1968.4,,Transit,Kepler
Kepler-52 b,2012,1048.7,79.6,Transit,Kepler
Kepler-197 d,2014,1078.2,,Transit,Kepler
K2-183 d,2018,1073.2,,Transit,K2
K2-187 e,2018,1079.3,,Transit,K2
K2-187 c,2018,1079.3,,Transit,K2
K2-270 b,2018,914.9,,Transit,K2
Kepler-184 d,2014,1990.6,,Transit,Kepler
Kepler-257 d,2014,2544.9,,Transit,Kepler
K2-280 b,2018,1277.0,37.1,Transit,K2
K2-381 c,2022,475.2,,Transit,K2
Kepler-222 c,2014,2475.0,,Transit,Kepler
HATS-36 b,2018,2793.3,1022.1,Transit,HATSouth
Kepler-229 b,2014,2694.9,,Transit,Kepler
K2-222 b,2018,330.5,8.7,Transit,K2
K2-214 b,2018,980.6,,Transit,K2
K2-220 b,2018,761.6,,Transit,K2
K2-216 b,2018,376.6,8.0,Transit,K2
K2-212 b,2018,356.2,,Transit,K2
Kepler-166 c,2014,1968.4,,Transit,Kepler
K2-151 b,2018,226.6,,Transit,K2
K2-295 b,2018,759.3,106.5,Transit,K2
K2-282 b,2018,1618.7,,Transit,K2
K2-283 b,2018,1314.1,,Transit,K2
K2-281 b,2018,1494.2,,Transit,K2
K2-387 b,2022,868.6,,Transit,K2
Kepler-197 b,2014,1078.2,,Transit,Kepler
K2-156 b,2018,489.9,,Transit,K2
K2-157 b,2018,973.2,1.1,Transit,K2
K2-158 b,2018,643.5,,Transit,K2
K2-244 b,2018,694.4,,Transit,K2
Kepler-108 c,2014,1104.8,,Transit,Kepler
K2-159 b,2018,557.7,,Transit,K2
K2-160 b,2018,1028.6,,Transit,K2
K2-161 b,2018,2988.6,,Transit,K2
K2-162 b,2018,405.8,,Transit,K2
K2-163 b,2018,680.1,,Transit,K2
K2-165 b,2018,439.0,,Transit,K2
K2-165 c,2018,439.0,,Transit,K2
K2-165 d,2018,439.0,,Transit,K2
Kepler-108 b,2014,1104.8,,Transit,Kepler
EPIC 201595106 b,2021,757.0,7.7,Transit,K2
K2-166 b,2018,1555.4,,Transit,K2
K2-175 b,2018,806.5,,Transit,K2
K2-176 b,2018,806.6,,Transit,K2
K2-177 b,2018,1605.2,,Transit,K2
K2-178 b,2018,700.4,,Transit,K2
Kepler-9 d,2010,2049.1,,Transit,Kepler
K2-183 b,2018,1073.2,,Transit,K2
K2-185 b,2018,875.3,,Transit,K2
K2-185 c,2018,875.3,,Transit,K2
K2-263 b,2018,529.9,15.4,Transit,K2
K2-186 b,2018,1078.7,,Transit,K2
K2-341 b,2021,1374.4,,Transit,K2
K2-187 b,2018,1079.3,,Transit,K2
K2-188 b,2018,1457.3,,Transit,K2
K2-189 b,2018,789.7,,Transit,K2
K2-190 c,2018,524.1,,Transit,K2
K2-195 c,2018,1027.4,,Transit,K2
K2-196 b,2018,1907.6,,Transit,K2
Kepler-42 b,2011,130.7,0.7,Transit,Kepler
K2-201 b,2018,645.6,,Transit,K2
K2-201 c,2018,645.6,,Transit,K2
K2-202 b,2018,979.8,,Transit,K2
K2-381 b,2022,475.2,,Transit,K2
K2-381 d,2022,475.2,,Transit,K2
K2-382 b,2022,908.1,,Transit,K2
K2-383 b,2022,664.7,,Transit,K2
K2-203 b,2018,541.9,,Transit,K2
K2-204 b,2018,1882.7,,Transit,K2
K2-205 b,2018,1321.9,,Transit,K2
K2-206 b,2018,797.3,,Transit,K2
K2-207 b,2018,1184.2,,Transit,K2
K2-208 b,2018,837.9,,Transit,K2
K2-209 b,2018,249.5,,Transit,K2
K2-210 b,2018,575.7,,Transit,K2
K2-211 b,2018,888.1,,Transit,K2
K2-213 b,2018,1271.0,,Transit,K2
K2-215 b,2018,1317.6,,Transit,K2
K2-217 b,2018,1245.5,,Transit,K2
K2-218 b,2018,1285.3,,Transit,K2
K2-219 b,2018,1061.3,,Transit,K2
K2-219 c,2018,1061.3,,Transit,K2
K2-219 d,2018,1061.3,,Transit,K2
K2-221 b,2018,1039.8,,Transit,K2
K2-223 b,2018,647.8,,Transit,K2
K2-223 c,2018,647.8,,Transit,K2
K2-224 b,2018,897.8,,Transit,K2
K2-224 c,2018,897.8,,Transit,K2
K2-225 b,2018,1166.9,,Transit,K2
K2-226 b,2018,689.1,,Transit,K2
K2-227 b,2018,610.7,,Transit,K2
K2-228 b,2018,422.2,,Transit,K2
K2-229 b,2018,334.5,2.5,Transit,K2
K2-229 c,2018,334.5,7.0,Transit,K2
K2-230 b,2018,1763.8,,Transit,K2
EPIC 229004835 b,2023,397.8,10.4,Transit,K2
K2-259 b,2018,1358.3,,Transit,K2
K2-80 d,2018,654.9,,Transit,K2
EPIC 228836835 b,2021,489.6,,Transit,K2
K2-331 c,2021,689.6,,Transit,K2
K2-333 b,2021,1121.9,,Transit,K2
K2-334 b,2021,1212.7,,Transit,K2
K2-342 b,2021,679.6,,Transit,K2
K2-343 c,2021,542.0,,Transit,K2
K2-344 b,2021,245.2,,Transit,K2
K2-348 b,2021,658.4,,Transit,K2
K2-348 c,2021,658.4,,Transit,K2
K2-352 c,2021,574.2,,Transit,K2
K2-352 d,2021,574.2,,Transit,K2
G 9-40 b,2019,91.1,11.7,Transit,K2
HD 80653 b,2020,358.3,5.6,Transit,K2
Kepler-21 b,2012,354.0,7.5,Transit,Kepler
Kepler-8 b,2010,3332.9,178.0,Transit,Kepler
TOI-4588 b,2026,734.4,,Transit,Kepler
KOI-984 b,2022,824.1,,Transit,Kepler
Kepler-505 b,2016,924.4,,Transit,Kepler
Kepler-745 b,2016,5806.8,,Transit,Kepler
Kepler-262 c,2014,1999.8,,Transit,Kepler
Kepler-748 b,2016,5564.2,,Transit,Kepler
Kepler-264 b,2014,3073.0,,Transit,Kepler
HD 73344 b,2024,115.0,12.4,Transit,K2
Kepler-1732 b,2021,4205.5,,Transit,Kepler
Kepler-263 b,2014,2461.7,,Transit,Kepler
Kepler-261 b,2014,1035.5,,Transit,Kepler
K2-368 d,2022,673.9,,Transit,K2
K2-368 c,2022,673.9,,Transit,K2
Kepler-1733 b,2021,6785.7,,Transit,Kepler
Kepler-754 b,2016,5773.8,,Transit,Kepler
K2-373 b,2022,748.7,,Transit,K2
Kepler-753 b,2016,896.2,,Transit,Kepler
K2-339 b,2021,1175.3,,Transit,K2
Kepler-752 b,2016,4019.2,,Transit,Kepler
K2-343 b,2021,542.0,,Transit,K2
Kepler-766 b,2016,7493.8,,Transit,Kepler
Kepler-771 b,2016,4546.1,,Transit,Kepler
EPIC 212624936 c,2021,1832.8,,Transit,K2
Kepler-773 b,2016,1784.2,,Transit,Kepler
K2-379 b,2022,594.3,,Transit,K2
K2-380 b,2022,813.1,,Transit,K2
Kepler-767 b,2016,7341.9,,Transit,Kepler
Kepler-260 b,2014,2046.2,,Transit,Kepler
Kepler-268 b,2014,2778.4,,Transit,Kepler
K2-384 f,2022,269.6,,Transit,K2
K2-384 d,2022,269.6,,Transit,K2
K2-384 c,2022,269.6,,Transit,K2
K2-384 e,2022,269.6,,Transit,K2
K2-385 b,2022,1372.5,,Transit,K2
Kepler-1736 b,2021,4664.0,,Transit,Kepler
K2-386 b,2022,1398.5,,Transit,K2
Kepler-774 b,2016,2993.5,,Transit,Kepler
Kepler-772 b,2016,3686.2,,Transit,Kepler
K2-268 d,2021,1069.1,,Transit,K2
K2-268 f,2021,1069.1,,Transit,K2
K2-268 e,2021,1069.1,,Transit,K2
K2-393 b,2022,867.3,,Transit,K2
K2-394 b,2022,319.7,,Transit,K2
Kepler-119 b,2014,2289.6,,Transit,Kepler
11 UMi b,2009,408.7,,Radial Velocity,Thueringer Landessternwarte Tautenburg
14 And b,2008,246.0,,Radial Velocity,Okayama Astrophysical Observatory
14 Her b,2002,58.5,2828.7,Radial Velocity,W. M. Keck Observatory
16 Cyg B b,1996,68.9,,Radial Velocity,Multiple Observatories
18 Del b,2008,248.6,,Radial Velocity,Okayama Astrophysical Observatory
1RXS J160929.1-210524 b,2008,453.8,3000.0,Imaging,Gemini Observatory
24 Sex b,2010,235.1,,Radial Velocity,Lick Observatory
24 Sex c,2010,235.1,,Radial Velocity,Lick Observatory
2MASS J12073346-3932539 b,2004,209.7,1589.2,Imaging,Paranal Observatory
47 UMa b,1996,45.0,,Radial Velocity,Lick Observatory
47 UMa c,2001,45.0,,Radial Velocity,Lick Observatory
47 UMa d,2009,45.0,,Radial Velocity,Lick Observatory
4 UMa b,2006,239.6,,Radial Velocity,Thueringer Landessternwarte Tautenburg
Kepler-770 b,2016,3034.7,,Transit,Kepler
51 Peg b,1995,50.4,146.2,Radial Velocity,Haute-Provence Observatory
55 Cnc b,1996,41.0,267.0,Radial Velocity,Lick Observatory
55 Cnc c,2004,41.0,56.7,Radial Velocity,McDonald Observatory
55 Cnc d,2002,41.0,1226.8,Radial Velocity,Lick Observatory
55 Cnc e,2004,41.0,8.0,Radial Velocity,McDonald Observatory
55 Cnc f,2007,41.0,47.0,Radial Velocity,Multiple Observatories
61 Vir b,2009,27.7,,Radial Velocity,Multiple Observatories
61 Vir c,2009,27.7,,Radial Velocity,Multiple Observatories
61 Vir d,2009,27.7,,Radial Velocity,Multiple Observatories
6 Lyn b,2008,178.3,,Radial Velocity,Okayama Astrophysical Observatory
70 Vir b,1996,58.4,2380.4,Radial Velocity,Lick Observatory
7 CMa b,2011,64.6,,Radial Velocity,Anglo-Australian Telescope
81 Cet b,2008,330.3,,Radial Velocity,Okayama Astrophysical Observatory
AB Pic b,2005,163.2,4290.5,Imaging,Paranal Observatory
BD-08 2823 b,2009,134.8,2948.5,Radial Velocity,La Silla Observatory
BD-08 2823 c,2009,134.8,,Radial Velocity,La Silla Observatory
BD-10 3166 b,2000,275.3,,Radial Velocity,W. M. Keck Observatory
BD+14 4559 b,2009,161.0,,Radial Velocity,McDonald Observatory
BD-17 63 b,2008,112.4,1640.0,Radial Velocity,La Silla Observatory
BD+20 2457 b,2009,5021.9,,Radial Velocity,McDonald Observatory
BD+20 2457 c,2009,5021.9,,Radial Velocity,McDonald Observatory
BD+48 738 b,2011,2842.4,,Radial Velocity,McDonald Observatory
bet Pic b,2008,64.4,3727.8,Imaging,Paranal Observatory
CoRoT-10 b,2010,1103.7,874.0,Transit,CoRoT
CoRoT-11 b,2010,2136.4,791.4,Transit,CoRoT
CoRoT-12 b,2010,3673.7,291.4,Transit,CoRoT
CoRoT-13 b,2010,3747.3,423.0,Transit,CoRoT
CoRoT-14 b,2010,5690.1,2415.4,Transit,CoRoT
CoRoT-17 b,2011,3836.0,766.0,Transit,CoRoT
CoRoT-18 b,2011,2494.7,1048.8,Transit,CoRoT
CoRoT-19 b,2011,2578.8,367.1,Transit,CoRoT
CoRoT-1 b,2008,2569.8,327.4,Transit,CoRoT
CoRoT-20 b,2011,2753.0,1344.4,Transit,CoRoT
CoRoT-23 b,2011,3460.4,889.9,Transit,CoRoT
CoRoT-2 b,2008,695.6,1150.5,Transit,CoRoT
CoRoT-3 b,2008,2507.4,6814.3,Transit,CoRoT
CoRoT-4 b,2008,2369.2,223.4,Transit,CoRoT
CoRoT-5 b,2009,2878.2,151.9,Transit,CoRoT
CoRoT-6 b,2009,2104.7,940.8,Transit,CoRoT
CoRoT-7 b,2009,521.5,21.0,Transit,CoRoT
Kepler-24 c,2011,3773.0,33.6,Transit,Kepler
CoRoT-7 c,2009,521.5,13.3,Radial Velocity,CoRoT
CoRoT-8 b,2010,1050.3,69.3,Transit,CoRoT
CoRoT-9 b,2009,1347.0,262.5,Transit,CoRoT
CT Cha b,2007,622.0,5403.0,Imaging,Paranal Observatory
DP Leo b,2009,997.0,1995.9,Eclipse Timing Variations,Yunnan Astronomical Observatory
eps Eri b,2000,10.4,317.8,Radial Velocity,Multiple Observatories
eps Tau b,2006,155.0,,Radial Velocity,Okayama Astrophysical Observatory
gam1 Leo b,2009,130.1,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
gam Cep b,2003,46.0,2097.7,Radial Velocity,Multiple Observatories
GJ 1214 b,2009,47.8,6.5,Transit,MEarth Project
GJ 3021 b,2000,57.3,,Radial Velocity,La Silla Observatory
GJ 317 b,2007,49.6,794.5,Radial Velocity,W. M. Keck Observatory
GJ 3634 b,2010,66.5,8.4,Radial Velocity,La Silla Observatory
GJ 433 b,2013,29.6,,Radial Velocity,La Silla Observatory
GJ 436 b,2004,31.8,21.7,Radial Velocity,W. M. Keck Observatory
GJ 649 b,2009,33.9,,Radial Velocity,W. M. Keck Observatory
GJ 667 C b,2012,23.6,,Radial Velocity,La Silla Observatory
GJ 667 C c,2013,23.6,,Radial Velocity,La Silla Observatory
GJ 674 b,2007,14.8,,Radial Velocity,La Silla Observatory
GJ 676 A b,2010,52.3,1840.9,Radial Velocity,La Silla Observatory
GJ 832 b,2008,16.2,330.2,Radial Velocity,Anglo-Australian Telescope
GJ 849 b,2006,28.7,,Radial Velocity,W. M. Keck Observatory
GJ 179 b,2009,40.3,301.9,Radial Velocity,W. M. Keck Observatory
GJ 581 b,2005,20.5,20.5,Radial Velocity,La Silla Observatory
GJ 581 c,2007,20.5,6.8,Radial Velocity,La Silla Observatory
GJ 581 e,2009,20.5,2.5,Radial Velocity,La Silla Observatory
GJ 86 b,1999,35.2,,Radial Velocity,La Silla Observatory
GJ 876 b,1998,15.2,804.1,Radial Velocity,Multiple Observatories
GJ 876 c,2000,15.2,266.2,Radial Velocity,Multiple Observatories
GJ 876 d,2005,15.2,7.5,Radial Velocity,W. M. Keck Observatory
GJ 876 e,2010,15.2,16.6,Radial Velocity,W. M. Keck Observatory
GQ Lup b,2004,493.0,6356.0,Imaging,Paranal Observatory
GSC 06214-00210 b,2010,353.9,4258.7,Imaging,Palomar Observatory
HAT-P-12 b,2009,465.6,66.7,Transit,HATNet
HAT-P-13 b,2009,805.0,288.0,Transit,HATNet
HAT-P-13 c,2009,805.0,,Radial Velocity,W. M. Keck Observatory
HAT-P-14 b,2010,726.2,709.4,Transit,HATNet
HAT-P-15 b,2010,627.9,619.5,Transit,HATNet
HAT-P-16 b,2010,739.2,1331.4,Transit,HATNet
HAT-P-17 b,2012,301.3,169.7,Transit,HATNet
Kepler-123 b,2014,3332.2,55.3,Transit,Kepler
Kepler-769 b,2016,3814.6,,Transit,Kepler
HAT-P-17 c,2012,301.3,,Radial Velocity,W. M. Keck Observatory
HAT-P-18 b,2010,526.4,62.6,Transit,HATNet
HAT-P-19 b,2010,659.1,92.8,Transit,HATNet
HAT-P-1 b,2006,518.5,168.4,Transit,HATNet
HAT-P-20 b,2010,231.7,2302.9,Transit,HATNet
HAT-P-21 b,2010,904.4,1344.4,Transit,HATNet
HAT-P-22 b,2010,266.7,682.4,Transit,HATNet
HAT-P-23 b,2010,1189.9,664.3,Transit,HATNet
HAT-P-24 b,2010,1354.7,229.8,Transit,HATNet
HAT-P-25 b,2012,979.7,180.2,Transit,HATNet
HAT-P-26 b,2010,462.6,18.8,Transit,HATNet
HAT-P-27 b,2011,649.6,209.8,Transit,HATNet
HAT-P-28 b,2011,1308.9,202.5,Transit,HATNet
HAT-P-29 b,2011,1022.7,247.3,Transit,HATNet
HAT-P-2 b,2007,416.7,2866.8,Transit,HATNet
HAT-P-30 b,2011,697.9,233.0,Transit,HATNet
HAT-P-31 b,2011,1122.1,690.0,Transit,HATNet
HAT-P-32 b,2011,943.3,273.3,Transit,HATNet
HAT-P-33 b,2011,1291.9,209.8,Transit,HATNet
HAT-P-34 b,2011,813.2,1249.1,Transit,HATNet
Kepler-1735 b,2021,800.1,,Transit,Kepler
HAT-P-35 b,2011,1653.5,335.6,Transit,HATNet
HAT-P-36 b,2011,960.3,582.2,Transit,HATNet
HAT-P-37 b,2011,1273.9,371.5,Transit,HATNet
HAT-P-3 b,2007,438.9,190.4,Transit,HATNet
HAT-P-4 b,2007,1045.2,176.7,Transit,HATNet
HAT-P-5 b,2007,989.3,336.9,Transit,HATNet
HAT-P-6 b,2007,898.1,351.5,Transit,HATNet
HAT-P-8 b,2008,690.0,430.3,Transit,HATNet
HAT-P-9 b,2008,1484.7,212.9,Transit,HATNet
HD 100655 b,2011,447.4,,Radial Velocity,Bohyunsan Optical Astronomical Observatory
Kepler-765 b,2016,3510.4,,Transit,Kepler
HD 100777 b,2007,161.6,390.9,Radial Velocity,La Silla Observatory
HD 10180 c,2010,127.1,2741.6,Radial Velocity,La Silla Observatory
HD 10180 d,2010,127.1,3295.9,Radial Velocity,La Silla Observatory
HD 10180 e,2010,127.1,,Radial Velocity,La Silla Observatory
HD 10180 f,2010,127.1,,Radial Velocity,La Silla Observatory
HD 10180 g,2010,127.1,3375.3,Radial Velocity,La Silla Observatory
HD 10180 h,2010,127.1,,Radial Velocity,La Silla Observatory
HD 101930 b,2005,97.9,,Radial Velocity,La Silla Observatory
HD 102117 b,2005,129.1,,Radial Velocity,La Silla Observatory
HD 102195 b,2006,95.7,,Radial Velocity,Kitt Peak National Observatory
Kepler-763 d,2023,3139.1,,Transit,Kepler
HD 102272 b,2008,1132.1,,Radial Velocity,McDonald Observatory
HD 102329 b,2011,708.1,,Radial Velocity,W. M. Keck Observatory
HD 102956 b,2010,397.6,,Radial Velocity,W. M. Keck Observatory
HD 103197 b,2011,186.4,,Radial Velocity,La Silla Observatory
HD 104067 b,2011,66.4,,Radial Velocity,La Silla Observatory
HD 104985 b,2003,328.0,,Radial Velocity,Okayama Astrophysical Observatory
HD 106252 b,2002,124.5,3178.3,Radial Velocity,Lick Observatory
HD 106270 b,2011,306.0,3623.2,Radial Velocity,W. M. Keck Observatory
HD 10647 b,2006,56.5,,Radial Velocity,W. M. Keck Observatory
HD 10697 b,1999,108.0,1825.3,Radial Velocity,W. M. Keck Observatory
HD 107148 b,2005,161.2,,Radial Velocity,W. M. Keck Observatory
HD 108147 b,2002,126.9,,Radial Velocity,La Silla Observatory
HD 108863 b,2011,537.3,,Radial Velocity,W. M. Keck Observatory
HD 108874 b,2002,194.1,,Radial Velocity,W. M. Keck Observatory
HD 108874 c,2005,194.1,,Radial Velocity,W. M. Keck Observatory
HD 109246 b,2010,221.2,,Radial Velocity,Haute-Provence Observatory
HD 109749 b,2005,205.7,,Radial Velocity,W. M. Keck Observatory
HD 110014 b,2009,328.6,,Radial Velocity,La Silla Observatory
HD 111232 b,2003,94.4,2638.0,Radial Velocity,La Silla Observatory
HD 113538 b,2010,53.1,,Radial Velocity,La Silla Observatory
HD 113538 c,2010,53.1,,Radial Velocity,La Silla Observatory
HD 114386 b,2003,91.1,464.0,Radial Velocity,La Silla Observatory
HD 114729 b,2002,123.3,,Radial Velocity,W. M. Keck Observatory
HD 114783 b,2001,68.7,,Radial Velocity,W. M. Keck Observatory
HD 11506 b,2007,167.2,1551.0,Radial Velocity,W. M. Keck Observatory
HD 11506 c,2008,167.2,,Radial Velocity,W. M. Keck Observatory
HD 116029 b,2011,402.0,,Radial Velocity,W. M. Keck Observatory
HD 117207 b,2004,105.5,669.3,Radial Velocity,W. M. Keck Observatory
HD 117618 b,2004,123.2,,Radial Velocity,Anglo-Australian Telescope
HD 118203 b,2005,300.9,688.4,Radial Velocity,Haute-Provence Observatory
HD 11964 b,2005,109.4,,Radial Velocity,W. M. Keck Observatory
HD 11964 c,2008,109.4,,Radial Velocity,W. M. Keck Observatory
HD 11977 b,2005,221.6,,Radial Velocity,La Silla Observatory
HD 121504 b,2003,135.9,,Radial Velocity,La Silla Observatory
HD 125595 b,2011,92.0,3531.1,Radial Velocity,La Silla Observatory
HD 125612 b,2007,187.9,,Radial Velocity,W. M. Keck Observatory
HD 125612 c,2009,187.9,,Radial Velocity,La Silla Observatory
HD 125612 d,2009,187.9,2281.4,Radial Velocity,La Silla Observatory
Kepler-744 b,2016,1467.6,,Transit,Kepler
HD 126525 b,2018,122.8,,Radial Velocity,La Silla Observatory
HD 126614 b,2009,238.4,107.7,Radial Velocity,W. M. Keck Observatory
HD 12661 b,2000,123.4,,Radial Velocity,Multiple Observatories
HD 12661 c,2002,123.4,899.5,Radial Velocity,Multiple Observatories
HD 128311 b,2002,53.3,,Radial Velocity,W. M. Keck Observatory
HD 128311 c,2005,53.3,1204.3,Radial Velocity,W. M. Keck Observatory
HD 129445 b,2009,220.0,797.7,Radial Velocity,Las Campanas Observatory
HD 130322 b,1999,104.0,,Radial Velocity,La Silla Observatory
HD 131496 b,2011,430.0,,Radial Velocity,W. M. Keck Observatory
Kepler-764 b,2016,3417.6,,Transit,Kepler
HD 13189 b,2005,1623.7,,Radial Velocity,Thueringer Landessternwarte Tautenburg
HD 132406 b,2007,230.9,2129.5,Radial Velocity,Haute-Provence Observatory
HD 132563 b,2011,343.0,,Radial Velocity,Roque de los Muchachos Observatory
HD 134060 b,2019,78.3,,Radial Velocity,La Silla Observatory
HD 134060 c,2019,78.3,,Radial Velocity,La Silla Observatory
HD 134987 b,1999,85.4,,Radial Velocity,W. M. Keck Observatory
HD 134987 c,2009,85.4,,Radial Velocity,Multiple Observatories
HD 136352 b,2019,47.9,4.7,Radial Velocity,La Silla Observatory
HD 136352 c,2019,47.9,11.2,Radial Velocity,La Silla Observatory
HD 136352 d,2019,47.9,8.7,Radial Velocity,La Silla Observatory
Kepler-112 b,2014,1673.9,,Transit,Kepler
HD 136418 b,2009,343.0,,Radial Velocity,W. M. Keck Observatory
HD 137388 b,2011,132.0,,Radial Velocity,La Silla Observatory
HD 13808 b,2021,92.1,,Radial Velocity,La Silla Observatory
HD 13808 c,2021,92.1,,Radial Velocity,La Silla Observatory
HD 13931 b,2009,154.6,889.9,Radial Velocity,W. M. Keck Observatory
HD 139357 b,2008,365.6,5784.5,Radial Velocity,Thueringer Landessternwarte Tautenburg
HD 141937 b,2002,108.8,8714.9,Radial Velocity,La Silla Observatory
HD 142022 A b,2005,111.8,1433.4,Radial Velocity,La Silla Observatory
HD 142245 b,2011,317.1,,Radial Velocity,W. M. Keck Observatory
HD 142415 b,2003,115.9,,Radial Velocity,La Silla Observatory
Kepler-267 b,2014,864.3,37.9,Transit,Kepler
HD 142 b,2001,85.4,2256.6,Radial Velocity,Anglo-Australian Telescope
HD 143361 b,2008,223.5,1557.4,Radial Velocity,Las Campanas Observatory
HD 145377 b,2008,174.5,,Radial Velocity,La Silla Observatory
HD 145457 b,2010,441.3,,Radial Velocity,Subaru Telescope
HD 1461 b,2010,76.5,,Radial Velocity,W. M. Keck Observatory
HD 1461 c,2015,76.5,,Radial Velocity,La Silla Observatory
HD 147018 b,2009,131.9,,Radial Velocity,La Silla Observatory
HD 147018 c,2009,131.9,,Radial Velocity,La Silla Observatory
HD 147513 b,2003,42.1,,Radial Velocity,La Silla Observatory
HD 148156 b,2009,186.3,,Radial Velocity,La Silla Observatory
HD 148427 b,2009,232.7,381.4,Radial Velocity,Lick Observatory
HD 149026 b,2005,247.4,114.1,Radial Velocity,Subaru Telescope
HD 149143 b,2005,239.0,,Radial Velocity,Haute-Provence Observatory
HD 1502 b,2011,622.8,,Radial Velocity,W. M. Keck Observatory
HD 152079 b,2009,286.7,,Radial Velocity,Las Campanas Observatory
HD 152581 b,2011,540.6,,Radial Velocity,W. M. Keck Observatory
HD 153950 b,2008,158.0,,Radial Velocity,La Silla Observatory
HD 154345 b,2006,59.6,376.9,Radial Velocity,W. M. Keck Observatory
HD 154672 b,2008,205.6,,Radial Velocity,Las Campanas Observatory
HD 154857 b,2004,206.9,,Radial Velocity,Anglo-Australian Telescope
HD 155358 b,2007,142.3,,Radial Velocity,McDonald Observatory
HD 155358 c,2007,142.3,,Radial Velocity,McDonald Observatory
HD 156279 b,2011,118.1,,Radial Velocity,Haute-Provence Observatory
HD 156411 b,2009,185.5,,Radial Velocity,La Silla Observatory
HD 156668 b,2010,79.4,,Radial Velocity,W. M. Keck Observatory
HD 156846 b,2007,155.7,,Radial Velocity,La Silla Observatory
HD 158038 b,2011,309.4,,Radial Velocity,W. M. Keck Observatory
HD 159868 b,2006,182.2,,Radial Velocity,Anglo-Australian Telescope
HD 160691 b,2000,50.9,1366.7,Radial Velocity,Anglo-Australian Telescope
HD 160691 c,2004,50.9,1398.4,Radial Velocity,Anglo-Australian Telescope
HD 160691 d,2004,50.9,,Radial Velocity,La Silla Observatory
HD 160691 e,2006,50.9,2224.8,Radial Velocity,La Silla Observatory
HD 16141 b,2000,123.2,,Radial Velocity,W. M. Keck Observatory
HD 16175 b,2009,195.2,1875.2,Radial Velocity,Lick Observatory
HD 162020 b,2002,100.5,,Radial Velocity,La Silla Observatory
HD 163607 b,2012,221.1,,Radial Velocity,W. M. Keck Observatory
HD 163607 c,2012,221.1,,Radial Velocity,W. M. Keck Observatory
HD 16417 b,2008,82.8,,Radial Velocity,Anglo-Australian Telescope
HD 164509 b,2012,173.2,,Radial Velocity,W. M. Keck Observatory
HD 164604 b,2009,128.4,4544.9,Radial Velocity,Las Campanas Observatory
HD 164922 b,2005,71.8,,Radial Velocity,W. M. Keck Observatory
HD 167042 b,2007,162.0,,Radial Velocity,Lick Observatory
HD 168443 b,1998,129.2,,Radial Velocity,W. M. Keck Observatory
HD 168443 c,2000,129.2,6515.5,Radial Velocity,W. M. Keck Observatory
HD 168746 b,2002,135.6,,Radial Velocity,La Silla Observatory
HD 1690 b,2010,2454.7,,Radial Velocity,La Silla Observatory
HD 169830 b,2000,122.7,,Radial Velocity,La Silla Observatory
HD 169830 c,2003,122.7,2828.7,Radial Velocity,La Silla Observatory
HD 170469 b,2007,196.3,,Radial Velocity,W. M. Keck Observatory
HD 17092 b,2007,745.0,,Radial Velocity,McDonald Observatory
Kepler-762 b,2016,6191.3,,Transit,Kepler
HD 171028 b,2007,364.2,,Radial Velocity,La Silla Observatory
HD 171238 b,2009,146.2,2796.9,Radial Velocity,La Silla Observatory
HD 17156 b,2007,254.7,1115.6,Radial Velocity,Subaru Telescope
HD 173416 b,2008,431.1,,Radial Velocity,Xinglong Station
HD 175167 b,2009,231.9,3019.4,Radial Velocity,Las Campanas Observatory
HD 175541 b,2007,422.7,,Radial Velocity,W. M. Keck Observatory
HD 177830 b,1999,204.7,,Radial Velocity,W. M. Keck Observatory
HD 177830 c,2010,204.7,,Radial Velocity,W. M. Keck Observatory
HD 178911 B b,2001,133.6,,Radial Velocity,W. M. Keck Observatory
HD 179079 b,2008,227.4,4195.3,Radial Velocity,W. M. Keck Observatory
HD 179949 b,2000,89.6,,Radial Velocity,Anglo-Australian Telescope
HD 180902 b,2009,341.1,,Radial Velocity,W. M. Keck Observatory
HD 181342 b,2009,392.7,,Radial Velocity,W. M. Keck Observatory
HD 181433 b,2008,87.7,1708.6,Radial Velocity,La Silla Observatory
HD 181433 c,2008,87.7,2207.0,Radial Velocity,La Silla Observatory
HD 181433 d,2008,87.7,3585.1,Radial Velocity,La Silla Observatory
HD 181720 b,2009,196.4,,Radial Velocity,La Silla Observatory
HD 183263 b,2004,176.8,,Radial Velocity,W. M. Keck Observatory
HD 183263 c,2008,176.8,2959.0,Radial Velocity,W. M. Keck Observatory
HD 185269 b,2006,169.6,,Radial Velocity,Lick Observatory
HD 187085 b,2006,149.7,,Radial Velocity,Anglo-Australian Telescope
