name,year,dist_ly,mass_e,method,facility
TOI-3664 b,2026,1515.8,114.4,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-893 b,2016,4193.0,,Transit,Kepler
TOI-3682 b,2025,1318.4,69.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-17 b,2011,2350.8,743.7,Transit,Kepler
Kepler-894 b,2016,3792.9,,Transit,Kepler
TOI-3688 A b,2023,1292.8,311.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3693 b,2022,575.5,324.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1755 b,2021,3204.1,,Transit,Kepler
Kepler-87 b,2013,4021.2,324.2,Transit,Kepler
Kepler-307 b,2013,1877.3,3.1,Transit,Kepler
Kepler-895 b,2016,1761.7,,Transit,Kepler
TOI-3757 b,2022,590.8,85.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-896 c,2023,7615.5,,Transit,Kepler
TOI-3785 b,2023,260.2,14.9,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-107 e,2014,1715.6,14.1,Transit,Kepler
WASP-194 b,2025,1555.2,373.1,Transit,SuperWASP
Kepler-897 b,2016,4955.1,,Transit,Kepler
TOI-3807 b,2023,1375.5,330.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-898 b,2016,1581.5,,Transit,Kepler
TOI-3819 b,2023,1820.4,352.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-899 b,2016,4065.3,,Transit,Kepler
Kepler-900 b,2016,1590.1,,Transit,Kepler
TOI-3837 b,2025,1016.6,187.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-901 b,2016,828.0,,Transit,Kepler
TOI-3856 b,2025,1025.6,171.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-84 b,2012,3339.5,40.0,Transit,Kepler
TOI-3862 b,2026,812.2,53.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3877 b,2025,1610.5,99.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1757 b,2021,2633.1,,Transit,Kepler
TOI-3884 b,2022,140.7,32.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3894 b,2024,1361.3,260.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3896 b,2026,592.5,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-308 b,2014,4357.2,,Transit,Kepler
TOI-3912 b,2023,1519.9,129.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3919 b,2024,1971.9,1233.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-902 b,2016,3800.8,,Transit,Kepler
Kepler-309 b,2014,1776.1,,Transit,Kepler
Kepler-310 c,2014,1964.3,,Transit,Kepler
KOI-1599.01,2019,3690.9,4.6,Transit,Kepler
TOI-3976 A b,2023,1683.2,55.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-3980 b,2025,1587.5,187.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-903 b,2016,4465.9,,Transit,Kepler
TOI-3984 A b,2023,355.1,44.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1758 b,2021,5180.7,,Transit,Kepler
Kepler-904 b,2016,3190.2,,Transit,Kepler
TOI-4010 c,2023,578.9,20.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 d,2023,578.9,38.1,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4010 b,2023,578.9,11.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-905 b,2016,1726.2,,Transit,Kepler
TOI-4029 b,2026,895.1,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4030 b,2026,1864.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4034 b,2026,2430.3,276.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-311 b,2014,2539.6,,Transit,Kepler
WASP-195 b,2025,1581.4,33.1,Transit,SuperWASP
Kepler-906 b,2016,2471.6,,Transit,Kepler
Kepler-275 b,2014,6634.8,,Transit,Kepler
TOI-4087 b,2023,983.9,232.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-424 b,2014,2278.7,342.0,Transit,Kepler
Kepler-276 b,2014,3734.0,731.2,Transit,Kepler
Kepler-277 c,2013,3185.4,40.4,Transit,Kepler
Kepler-278 c,2014,1445.0,34.9,Transit,Kepler
Kepler-279 b,2014,3383.5,4180.9,Transit,Kepler
TOI-4127 b,2023,1042.5,731.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4137 b,2022,1092.6,457.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-56 b,2012,2977.8,236.2,Transit,Kepler
TOI-4145 A b,2023,669.9,136.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-282 e,2013,4362.7,56.2,Transit,Kepler
TOI-4153 b,2024,1382.4,365.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4155 b,2025,785.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4156 b,2026,697.1,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-284 c,2014,3365.8,,Transit,Kepler
Kepler-286 c,2014,4001.4,,Transit,Kepler
Kepler-287 b,2014,2726.2,83.0,Transit,Kepler
TOI-4184 b,2023,226.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 35843 c,2025,227.0,11.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-110 b,2014,1913.0,,Transit,Kepler
Kepler-290 b,2014,2265.6,,Transit,Kepler
TOI-4201 b,2023,616.5,816.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-292 d,2014,3445.8,,Transit,Kepler
TOI-4214 b,2025,1131.4,165.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-294 b,2014,4426.0,,Transit,Kepler
Kepler-297 c,2014,2257.5,42.1,Transit,Kepler
Kepler-1669 b,2020,1772.5,,Transit,Kepler
Kepler-302 b,2014,4574.6,,Transit,Kepler
Kepler-306 b,2014,2529.9,,Transit,Kepler
NGTS-24 b,2022,2227.8,165.3,Transit,Next-Generation Transit Survey (NGTS)
Kepler-84 c,2012,3339.5,20.2,Transit,Kepler
Kepler-509 b,2016,1084.3,,Transit,Kepler
Kepler-309 c,2014,1776.1,,Transit,Kepler
LP 890-9 b,2022,105.8,13.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4308 b,2023,355.3,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-65 b,2012,990.6,2.4,Transit,Kepler
TOI-4311 c,2026,440.3,13.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4311 b,2026,440.3,4.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-466 c,2016,1729.0,,Transit,Kepler
Kepler-23 d,2014,2725.9,17.6,Transit,Kepler
TOI-4336 A b,2024,73.5,3.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-119 c,2014,2289.6,,Transit,Kepler
TOI-4342 b,2023,200.7,7.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4342 c,2023,200.7,4.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-121 c,2014,1665.1,,Transit,Kepler
Kepler-449 c,2015,789.1,,Transit,Kepler
TOI-4363 b,2026,253.7,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4364 b,2025,143.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-450 c,2015,1487.2,76.6,Transit,Kepler
Kepler-130 b,2014,1032.8,,Transit,Kepler
TOI-4377 b,2023,1486.7,304.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4379 b,2024,2104.2,353.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1663 b,2020,1102.2,,Transit,Kepler
Kepler-133 b,2014,2131.8,,Transit,Kepler
Kepler-529 c,2016,2606.0,,Transit,Kepler
TOI-4405 b,2026,507.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4406 b,2023,854.0,95.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-149 d,2014,1862.5,,Transit,Kepler
Kepler-152 c,2014,1438.6,,Transit,Kepler
TOI-4427 b,2026,646.6,87.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-153 c,2014,1498.3,,Transit,Kepler
TOI-4438 b,2024,98.0,5.4,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4443.01,2024,182.9,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-553 c,2016,2376.1,2129.5,Transit,Kepler
TOI-4458 b,2026,1648.5,552.1,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-157 b,2014,2523.5,,Transit,Kepler
TOI-4463 A b,2023,564.6,252.4,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4465 b,2025,395.1,1872.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4487 A b,2025,1562.8,397.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Ross 176 b,2025,151.5,4.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-160 b,2014,3056.1,,Transit,Kepler
TOI-4495 c,2024,431.2,23.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4495 b,2026,431.2,7.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-162 b,2014,2790.7,,Transit,Kepler
TOI-4504 c,2024,1117.4,1197.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4504 b,2024,1117.4,140.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4507 b,2025,581.4,76.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-164 d,2014,2905.3,,Transit,Kepler
TOI-4511 b,2026,397.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4513 b,2026,334.7,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4515 b,2024,631.1,637.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 20329 b,2022,207.7,7.4,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4529 b,2026,92.6,4.9,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-167 e,2016,1115.2,321.0,Transit,Kepler
TOI-4551 b,2023,704.5,473.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4552 b,2026,88.9,1.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-168 b,2014,4382.2,,Transit,Kepler
TOI-4559 b,2024,103.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4561 b,2026,583.8,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4562 b,2023,1107.6,732.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-176 b,2014,1719.9,290.5,Transit,Kepler
Kepler-177 b,2013,4681.8,5.8,Transit,Kepler
TOI-4578 b,2026,594.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4582 b,2023,1251.9,168.4,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-178 d,2014,2335.4,,Transit,Kepler
TOI-4600 b,2023,704.7,959.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4602.01,2024,205.7,5.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4603 b,2023,735.9,4096.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-181 b,2014,1987.2,,Transit,Kepler
TOI-4633 c,2024,310.5,123.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4638.01,2024,548.8,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4640 b,2026,799.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4641 b,2023,281.6,1230.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-183 b,2014,3426.7,,Transit,Kepler
Kepler-598 c,2020,2221.4,,Transit,Kepler
TOI-4662 b,2026,362.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-193 c,2014,3291.2,,Transit,Kepler
TOI-4666 b,2025,504.7,155.4,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-116 b,2025,1824.0,203.4,Transit,SuperWASP
Kepler-464 b,2016,2177.4,,Transit,Kepler
Kepler-194 b,2014,3581.1,,Transit,Kepler
Kepler-199 c,2014,1699.4,,Transit,Kepler
Kepler-207 b,2014,2855.6,,Transit,Kepler
TIC 9344899 b,2026,1735.9,6170.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-647 b,2016,3548.2,,Transit,Kepler
Kepler-214 b,2014,3941.4,,Transit,Kepler
Kepler-218 b,2014,2140.8,,Transit,Kepler
Kepler-219 c,2014,2567.1,,Transit,Kepler
TOI-4734 b,2025,1836.5,61.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-223 c,2014,6065.6,5.1,Transit,Kepler
TOI-4747 b,2026,993.5,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-224 d,2014,2550.8,,Transit,Kepler
Kepler-225 b,2014,1830.1,,Transit,Kepler
Kepler-124 c,2014,1370.0,,Transit,Kepler
Kepler-226 b,2014,3196.8,24.0,Transit,Kepler
TOI-4773 b,2025,1607.6,1687.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-227 c,2014,3532.5,,Transit,Kepler
TOI-4791 b,2023,1072.4,734.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-232 c,2014,4400.3,,Transit,Kepler
TOI-4794 b,2025,1771.1,308.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-235 d,2014,1396.0,,Transit,Kepler
Kepler-53 d,2014,4455.5,166.5,Transit,Kepler
Kepler-238 d,2014,5866.7,23.1,Transit,Kepler
Kepler-240 b,2014,2436.1,,Transit,Kepler
Kepler-242 c,2014,1957.7,,Transit,Kepler
TOI-4860 b,2023,261.4,86.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
NGTS-30 b,2024,777.5,305.1,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-244 d,2014,3380.6,15.2,Transit,Kepler
Kepler-68 b,2013,470.2,8.3,Transit,Kepler
Kepler-249 b,2014,621.0,,Transit,Kepler
Kepler-254 c,2014,4531.9,3.2,Transit,Kepler
Kepler-31 c,2011,5429.3,29.5,Transit,Kepler
TOI-4898 b,2026,321.6,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-255 d,2016,3432.9,,Transit,Kepler
Kepler-1666 c,2020,4498.9,,Transit,Kepler
TOI-4914 b,2024,978.1,227.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-42 c,2011,130.7,60.3,Transit,Kepler
TOI-4930 b,2026,1349.5,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-750 c,2016,4227.0,,Transit,Kepler
TOI-4940 b,2025,1127.4,89.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-758 c,2016,4899.9,,Transit,Kepler
Kepler-760 c,2016,2584.3,,Transit,Kepler
TOI-4961 b,2025,695.0,572.1,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-24 b,2011,3773.0,11.1,Transit,Kepler
Kepler-15 b,2011,2411.6,209.8,Transit,Kepler
Kepler-268 c,2014,2778.4,,Transit,Kepler
Kepler-271 c,2014,1319.4,,Transit,Kepler
BD-14 3065 b,2024,1922.4,3932.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4994 b,2024,1074.0,89.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-273 c,2014,2328.6,,Transit,Kepler
Kepler-171 c,2014,2817.5,,Transit,Kepler
TOI-5005 b,2024,678.0,32.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5007 b,2026,663.2,211.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-732 c,2016,570.2,,Transit,Kepler
Kepler-80 e,2014,1205.0,4.1,Transit,Kepler
TOI-5027 b,2025,666.8,642.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-238 b,2014,5866.7,3305.0,Transit,Kepler
Kepler-82 d,2014,2949.5,885.1,Transit,Kepler
Kepler-33 c,2011,3943.7,0.4,Transit,Kepler
Kepler-32 e,2012,1056.2,4.1,Transit,Kepler
TOI-5076 b,2024,270.2,16.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5082.01,2024,140.7,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-223 b,2014,6065.6,7.4,Transit,Kepler
Kepler-107 d,2014,1715.6,3.8,Transit,Kepler
TOI-5108 b,2025,427.0,32.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5110 b,2024,1279.4,921.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-80 f,2016,1205.0,4459.7,Transit,Kepler
TOI-5126 b,2023,523.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5126 c,2023,523.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-297 d,2023,2257.5,,Transit,Kepler
TOI-5143 c,2025,591.6,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-65 d,2012,990.6,4.1,Transit,Kepler
TOI-5159 b,2026,180.0,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5160 b,2026,494.0,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5174 b,2022,643.3,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-23 b,2011,2725.9,15.2,Transit,Kepler
TOI-5181 A b,2025,1566.1,330.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-26 d,2014,1093.6,,Transit,Kepler
WASP-188 b,2025,2202.5,458.6,Transit,SuperWASP
Kepler-148 b,2014,2580.4,,Transit,Kepler
TOI-5205 b,2023,282.0,343.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-150 e,2014,2906.4,,Transit,Kepler
TOI-5210 b,2025,985.3,82.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5218 b,2024,1231.2,657.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-167 c,2014,1115.2,,Transit,Kepler
Kepler-426 b,2014,2751.8,108.1,Transit,Kepler
Kepler-80 d,2014,1205.0,6.0,Transit,Kepler
TOI-5232 b,2024,1987.6,743.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5238 b,2022,948.0,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-176 d,2014,1719.9,1.7,Transit,Kepler
Kepler-178 c,2014,2335.4,,Transit,Kepler
Kepler-186 b,2014,579.2,,Transit,Kepler
TOI-5261 b,2025,1229.8,3651.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-207 c,2014,2855.6,,Transit,Kepler
Kepler-62 e,2013,981.3,36.0,Transit,Kepler
WASP-154 b,2025,702.9,199.0,Transit,SuperWASP
Kepler-33 e,2011,3943.7,5.5,Transit,Kepler
TOI-5292 A b,2026,1099.5,412.9,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5293 A b,2023,529.1,158.9,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-218 d,2016,2140.8,,Transit,Kepler
TOI-5300 b,2025,530.0,190.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5301 b,2024,2052.0,1080.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-219 d,2014,2567.1,19.1,Transit,Kepler
Kepler-223 e,2014,6065.6,4.8,Transit,Kepler
TOI-5319 b,2024,199.5,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5322 b,2025,1555.4,184.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-224 b,2014,2550.8,,Transit,Kepler
TOI-5335 b,2026,1080.5,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-228 b,2014,5364.0,,Transit,Kepler
TOI-5340 b,2025,1737.2,270.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5344 b,2023,451.3,135.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-235 e,2014,1396.0,,Transit,Kepler
TOI-5349 b,2026,614.3,127.4,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5350 b,2025,904.8,2094.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-53 c,2012,4455.5,36.0,Transit,Kepler
Kepler-238 c,2014,5866.7,152.5,Transit,Kepler
TOI-5380 b,2026,935.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-244 c,2014,3380.6,,Transit,Kepler
WASP-197 b,2025,1577.5,403.3,Transit,SuperWASP
TOI-5386 A b,2025,1286.6,155.1,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5388.01,2024,60.4,2.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-82 e,2014,2949.5,254.0,Transit,Kepler
TOI-5398 b,2022,426.8,58.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5398 c,2023,426.8,11.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-247 b,2014,2164.7,,Transit,Kepler
Kepler-83 c,2012,1306.0,2.0,Transit,Kepler
Kepler-249 d,2014,621.0,,Transit,Kepler
TOI-5422 b,2026,1129.0,8899.2,Transit,Transiting Exoplanet Survey Satellite (TESS)
KOI-94 d,2013,1555.9,72.9,Transit,Kepler
Kepler-251 b,2014,3015.7,,Transit,Kepler
Kepler-254 d,2014,4531.9,,Transit,Kepler
Kepler-31 d,2014,5429.3,7.2,Transit,Kepler
Kepler-32 d,2012,1056.2,39.9,Transit,Kepler
Kepler-42 d,2011,130.7,0.4,Transit,Kepler
Kepler-286 d,2014,4001.4,,Transit,Kepler
TOI-5486 b,2026,292.5,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5489 b,2025,147.1,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1731 b,2021,554.3,,Transit,Kepler
TOI-5502 b,2026,811.0,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5515 b,2026,441.8,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5532 b,2026,296.8,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-63 b,2013,632.9,120.0,Transit,Kepler
Kepler-253 b,2014,2735.1,,Transit,Kepler
TOI-5542 b,2022,1137.8,419.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-603 c,2016,5021.6,,Transit,Kepler
TOI-5573 b,2025,608.5,112.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
KOI-351 g,2013,2766.6,254.3,Transit,Kepler
Kepler-11 b,2010,2108.1,4.3,Transit,Kepler
TOI-5592 b,2025,1947.2,285.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5595 b,2026,446.7,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-18 b,2011,1412.4,6.9,Transit,Kepler
TOI-5599 b,2026,1787.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5605 b,2026,310.1,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5614 b,2026,727.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5616 b,2024,1273.4,624.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-20 e,2011,921.6,3.1,Transit,Kepler
TOI-5624 d,2026,332.4,4.9,Transit,Transiting Exoplanet Survey Satellite (TESS)
KOI-351 d,2013,2766.6,,Transit,Kepler
TOI-5628 A b,2026,358.9,28.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5630 b,2026,437.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5634 A b,2024,998.5,588.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-16 b,2011,244.9,99.5,Transit,Kepler
Kepler-908 b,2016,948.6,,Transit,Kepler
TOI-5678 b,2023,539.4,20.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-911 b,2016,1814.0,,Transit,Kepler
TOI-5688 A b,2024,738.1,124.0,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 23472 f,2022,127.3,0.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 23472 d,2022,127.3,0.6,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 23472 e,2022,127.3,0.7,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-201 d,2026,371.2,5.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
LHS 1678 d,2024,64.8,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1260 d,2022,240.0,11.8,Transit,Transiting Exoplanet Survey Satellite (TESS)
OGLE-2019-BLG-0362L b,2022,19014.9,1036.1,Microlensing,OGLE
KMT-2021-BLG-0171L b,2022,15981.6,6.0,Microlensing,KMTNet
KMT-2021-BLG-1689L b,2022,16307.8,39.0,Microlensing,KMTNet
TOI-5704 b,2023,292.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-912 b,2016,6538.5,,Transit,Kepler
TOI-5713 b,2024,133.3,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5716 b,2025,128.5,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5720 b,2024,116.8,4.3,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5726.01,2024,355.0,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5728 b,2025,178.4,,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5734 b,2026,106.0,9.1,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-5736 b,2025,301.2,,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-2000 b,2023,1045.6,,Transit,Kepler
Kepler-913 b,2016,3234.2,,Transit,Kepler
GJ 896 A b,2022,20.4,718.3,Astrometry,Very Long Baseline Array
LP 890-9 c,2022,105.8,25.3,Transit,SPECULOOS Southern Observatory
Kepler-312 c,2014,2601.8,,Transit,Kepler
Wolf 327 b,2024,93.1,2.5,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-910 b,2016,1305.6,,Transit,Kepler
Kepler-914 b,2016,2458.3,,Transit,Kepler
TOI-5777 b,2026,372.7,,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 105618 b,2022,228.6,,Radial Velocity,Multiple Observatories
HD 105618 c,2022,228.6,8419.6,Radial Velocity,Multiple Observatories
HD 109988 b,2022,138.7,6935.3,Radial Velocity,Multiple Observatories
HD 110537 b,2022,147.1,8612.8,Radial Velocity,Multiple Observatories
Kepler-909 b,2016,1009.8,,Transit,Kepler
HD 11112 b,2022,144.7,2598.6,Radial Velocity,Multiple Observatories
HD 111232 c,2022,94.4,5740.9,Radial Velocity,Multiple Observatories
HD 113337 c,2020,118.0,6299.7,Radial Velocity,Haute-Provence Observatory
HD 11343 c,2022,505.9,,Radial Velocity,Multiple Observatories
HD 11505 b,2022,127.1,2510.5,Radial Velocity,Multiple Observatories
HD 11506 d,2022,167.2,2892.2,Radial Velocity,Multiple Observatories
HD 122562 c,2022,173.7,,Radial Velocity,Multiple Observatories
HD 125271 b,2022,128.3,3465.6,Radial Velocity,Multiple Observatories
HD 127506 b,2022,73.5,,Radial Velocity,Multiple Observatories
HD 135872 b,2022,268.8,1744.6,Radial Velocity,Multiple Observatories
HD 136118 b,2022,167.8,5244.2,Radial Velocity,Multiple Observatories
HD 13724 c,2022,141.8,,Radial Velocity,Multiple Observatories
HD 140901 b,2022,49.7,,Radial Velocity,Multiple Observatories
